s t k edges
11 17 2 11-12,12-29,29-36,36-19,19-17
1 27 0 1-0,0-4,4-5,5-3,3-29,29-27
1 27 1 1-39,39-40,40-41,41-21,21-30,30-36,36-29,29-12,12-27
1 27 2 1-0,0-4,4-2,2-32,32-29,29-27
39 18 0 39-40,40-41,41-21,21-30,30-37,37-18
39 18 1 39-1,1-0,0-4,4-2,2-32,32-37,37-16,16-17,17-18
39 18 2 39-1,1-0,0-4,4-2,2-32,32-37,37-18
26 5 0 26-21,21-30,30-32,32-2,2-5
26 5 1 26-41,41-40,40-39,39-1,1-0,0-4,4-5
26 5 2 26-41,41-21,21-30,30-32,32-2,2-5
29 24 0 29-3,3-24
29 24 1 29-6,6-25,25-24
29 24 2 29-15,15-6,6-22,22-24
15 37 0 15-29,29-32,32-37
15 37 1 15-14,14-29,29-36,36-37
15 37 2 15-6,6-2,2-32,32-30,30-37
19 30 0 19-36,36-30
19 30 1 19-17,17-16,16-37,37-30
19 30 2 19-36,36-37,37-30
41 13 0 41-21,21-30,30-36,36-29,29-12,12-13
41 13 1 41-40,40-39,39-1,1-0,0-4,4-5,5-3,3-29,29-14,14-13
41 13 2 41-21,21-30,30-32,32-29,29-12,12-13
5 31 0 5-2,2-32,32-20,20-31
5 31 1 5-3,3-29,29-32,32-30,30-31
5 31 2 5-2,2-32,32-30,30-31
27 46 0 27-29,29-32,32-2,2-4,4-0,0-1,1-47,47-46
27 46 1 27-12,12-29,29-36,36-30,30-21,21-41,41-42,42-45,45-46
27 46 2 27-29,29-32,32-30,30-21,21-41,41-42,42-45,45-46
47 35 0 47-1,1-0,0-4,4-2,2-32,32-34,34-35
47 35 1 47-44,44-39,39-40,40-41,41-21,21-30,30-36,36-35
47 35 2 47-44,44-1,1-0,0-4,4-2,2-32,32-34,34-35
30 41 0 30-21,21-41
30 41 1 30-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41
30 41 2 30-21,21-26,26-41
17 20 0 17-16,16-37,37-32,32-20
17 20 1 17-18,18-37,37-30,30-31,31-20
17 20 2 17-18,18-37,37-32,32-20
20 7 0 20-32,32-33,33-7
20 7 1 20-31,31-30,30-36,36-29,29-3,3-7
20 7 2 20-32,32-2,2-33,33-7
42 20 0 42-41,41-21,21-30,30-31,31-20
42 20 1 42-45,45-44,44-1,1-0,0-4,4-2,2-32,32-20
42 20 2 42-41,41-21,21-30,30-32,32-20
23 26 0 23-3,3-29,29-36,36-30,30-21,21-26
23 26 1 23-25,25-6,6-2,2-4,4-0,0-1,1-39,39-40,40-41,41-26
23 26 2 23-3,3-2,2-32,32-30,30-21,21-26
45 9 0 45-42,42-41,41-9
45 9 1 45-44,44-10,10-43,43-9
45 9 2 45-46,46-47,47-1,1-8,8-9
32 2 0 32-2
32 2 1 32-33,33-2
32 2 2 32-29,29-3,3-2
13 32 0 13-12,12-29,29-32
13 32 1 13-14,14-29,29-34,34-32
13 32 2 13-14,14-29,29-32
35 15 0 35-34,34-29,29-15
35 15 1 35-36,36-29,29-14,14-15
35 15 2 35-36,36-29,29-15
18 45 0 18-37,37-30,30-21,21-41,41-42,42-45
18 45 1 18-17,17-16,16-37,37-32,32-2,2-4,4-0,0-1,1-44,44-45
18 45 2 18-37,37-30,30-21,21-26,26-42,42-45
38 40 0 38-47,47-44,44-39,39-40
38 40 1 38-46,46-45,45-42,42-41,41-40
38 40 2 38-47,47-1,1-39,39-40
11 22 0 11-29,29-6,6-22
11 22 1 11-12,12-29,29-3,3-24,24-22
11 22 2 11-12,12-29,29-6,6-22
14 1 0 14-15,15-6,6-2,2-4,4-0,0-1
14 1 1 14-29,29-32,32-30,30-21,21-41,41-40,40-39,39-1
14 1 2 14-29,29-32,32-2,2-4,4-0,0-1
36 22 0 36-29,29-6,6-22
36 22 1 36-35,35-34,34-29,29-3,3-24,24-22
36 22 2 36-29,29-3,3-24,24-22
1 28 0 1-0,0-4,4-5,5-3,3-29,29-28
1 28 1 1-39,39-40,40-41,41-21,21-30,30-32,32-34,34-28
1 28 2 1-0,0-4,4-2,2-32,32-34,34-28
39 11 0 39-40,40-41,41-21,21-30,30-36,36-29,29-11
39 11 1 39-1,1-0,0-4,4-5,5-3,3-29,29-12,12-11
39 11 2 39-40,40-41,41-21,21-30,30-32,32-29,29-11
26 12 0 26-21,21-30,30-36,36-29,29-12
26 12 1 26-41,41-40,40-39,39-1,1-0,0-4,4-5,5-3,3-29,29-11,11-12
26 12 2 26-21,21-30,30-32,32-29,29-12
29 17 0 29-36,36-19,19-17
29 17 1 29-32,32-37,37-16,16-17
29 17 2 29-34,34-32,32-30,30-37,37-18,18-17
15 34 0 15-29,29-34
15 34 1 15-14,14-29,29-32,32-34
15 34 2 15-6,6-29,29-28,28-34
19 39 0 19-36,36-30,30-21,21-41,41-40,40-39
19 39 1 19-17,17-16,16-37,37-32,32-2,2-4,4-0,0-1,1-39
19 39 2 19-36,36-37,37-30,30-21,21-41,41-40,40-39
5 24 0 5-3,3-24
5 24 1 5-2,2-3,3-23,23-24
5 24 2 5-4,4-2,2-6,6-22,22-24
27 39 0 27-29,29-32,32-2,2-4,4-0,0-1,1-39
27 39 1 27-12,12-29,29-36,36-30,30-21,21-41,41-40,40-39
27 39 2 27-29,29-32,32-30,30-21,21-41,41-40,40-39
47 40 0 47-44,44-39,39-40
47 40 1 47-1,1-8,8-9,9-41,41-40
47 40 2 47-1,1-39,39-40
30 16 0 30-37,37-16
30 16 1 30-36,36-19,19-17,17-16
30 16 2 30-32,32-37,37-16
17 13 0 17-19,19-36,36-29,29-12,12-13
17 13 1 17-18,18-37,37-32,32-29,29-14,14-13
17 13 2 17-19,19-36,36-29,29-14,14-13
20 14 0 20-32,32-29,29-14
20 14 1 20-31,31-30,30-36,36-29,29-15,15-14
20 14 2 20-32,32-34,34-29,29-14
42 31 0 42-41,41-21,21-30,30-31
42 31 1 42-45,45-44,44-1,1-0,0-4,4-2,2-32,32-20,20-31
42 31 2 42-26,26-21,21-30,30-31
23 19 0 23-3,3-29,29-36,36-19
23 19 1 23-25,25-6,6-29,29-32,32-37,37-18,18-17,17-19
23 19 2 23-24,24-3,3-29,29-36,36-19
6 41 0 6-29,29-36,36-30,30-21,21-41
6 41 1 6-2,2-4,4-0,0-1,1-39,39-40,40-41
6 41 2 6-2,2-32,32-30,30-21,21-41
45 2 0 45-44,44-1,1-0,0-4,4-2
45 2 1 45-42,42-41,41-21,21-30,30-32,32-2
45 2 2 45-44,44-47,47-1,1-0,0-4,4-2
10 36 0 10-8,8-9,9-41,41-21,21-30,30-36
10 36 1 10-44,44-1,1-0,0-4,4-5,5-3,3-29,29-36
10 36 2 10-43,43-9,9-41,41-21,21-30,30-36
32 25 0 32-2,2-6,6-25
32 25 1 32-29,29-3,3-24,24-25
32 25 2 32-33,33-2,2-3,3-23,23-25
18 36 0 18-37,37-36
18 36 1 18-17,17-19,19-36
18 36 2 18-37,37-30,30-36
38 35 0 38-46,46-45,45-42,42-41,41-21,21-30,30-36,36-35
38 35 1 38-47,47-1,1-0,0-4,4-2,2-32,32-34,34-35
38 35 2 38-46,46-45,45-42,42-26,26-21,21-30,30-36,36-35
8 18 0 8-9,9-41,41-21,21-30,30-37,37-18
8 18 1 8-1,1-0,0-4,4-2,2-32,32-37,37-16,16-17,17-18
8 18 2 8-1,1-0,0-4,4-2,2-32,32-37,37-18
11 15 0 11-29,29-15
11 15 1 11-12,12-13,13-14,14-15
11 15 2 11-12,12-29,29-15
14 8 0 14-29,29-32,32-30,30-21,21-41,41-9,9-8
14 8 1 14-15,15-6,6-2,2-4,4-0,0-1,1-8
14 8 2 14-29,29-36,36-30,30-21,21-41,41-9,9-8
36 29 0 36-29
36 29 1 36-35,35-34,34-29
36 29 2 36-37,37-32,32-29
1 21 0 1-8,8-9,9-41,41-21
1 21 1 1-39,39-40,40-41,41-26,26-21
1 21 2 1-0,0-4,4-2,2-32,32-30,30-21
39 0 0 39-1,1-0
39 0 1 39-40,40-41,41-21,21-30,30-32,32-2,2-4,4-0
39 0 2 39-44,44-1,1-0
26 23 0 26-21,21-30,30-36,36-29,29-3,3-23
26 23 1 26-41,41-40,40-39,39-1,1-0,0-4,4-5,5-3,3-24,24-23
26 23 2 26-21,21-30,30-32,32-2,2-3,3-23
15 43 0 15-29,29-36,36-30,30-21,21-41,41-9,9-43
15 43 1 15-6,6-2,2-4,4-0,0-1,1-44,44-10,10-43
15 43 2 15-29,29-32,32-30,30-21,21-41,41-9,9-43
19 44 0 19-36,36-30,30-21,21-41,41-42,42-45,45-44
19 44 1 19-17,17-16,16-37,37-32,32-2,2-4,4-0,0-1,1-44
19 44 2 19-36,36-30,30-21,21-26,26-42,42-45,45-44
2 12 0 2-32,32-29,29-12
2 12 1 2-3,3-29,29-11,11-12
2 12 2 2-6,6-29,29-27,27-12
24 33 0 24-3,3-7,7-33
24 33 1 24-25,25-6,6-2,2-33
24 33 2 24-22,22-6,6-29,29-32,32-33
5 1 0 5-4,4-0,0-1
5 1 1 5-2,2-32,32-30,30-21,21-41,41-40,40-39,39-1
5 1 2 5-2,2-4,4-0,0-1
30 27 0 30-32,32-29,29-27
30 27 1 30-36,36-29,29-12,12-27
30 27 2 30-36,36-29,29-27
17 6 0 17-19,19-36,36-29,29-6
17 6 1 17-16,16-37,37-32,32-2,2-6
17 6 2 17-18,18-37,37-30,30-32,32-29,29-3,3-6
20 21 0 20-31,31-30,30-21
20 21 1 20-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41,41-21
20 21 2 20-32,32-30,30-21
42 6 0 42-41,41-21,21-30,30-36,36-29,29-6
42 6 1 42-45,45-44,44-1,1-0,0-4,4-2,2-6
42 6 2 42-41,41-21,21-30,30-32,32-2,2-6
23 40 0 23-3,3-29,29-36,36-30,30-21,21-41,41-40
23 40 1 23-25,25-6,6-2,2-4,4-0,0-1,1-39,39-40
23 40 2 23-3,3-2,2-32,32-30,30-21,21-41,41-40
6 32 0 6-2,2-32
6 32 1 6-29,29-32
6 32 2 6-3,3-29,29-34,34-32
10 47 0 10-44,44-47
10 47 1 10-8,8-1,1-47
10 47 2 10-43,43-9,9-41,41-42,42-45,45-46,46-47
32 16 0 32-37,37-16
32 16 1 32-30,30-37,37-18,18-17,17-16
32 16 2 32-30,30-37,37-16
18 31 0 18-37,37-30,30-31
18 31 1 18-17,17-16,16-37,37-32,32-20,20-31
18 31 2 18-37,37-32,32-20,20-31
43 45 0 43-10,10-44,44-45
43 45 1 43-9,9-41,41-42,42-45
43 45 2 43-10,10-8,8-1,1-44,44-45
8 25 0 8-1,1-0,0-4,4-2,2-6,6-25
8 25 1 8-9,9-41,41-21,21-30,30-36,36-29,29-3,3-24,24-25
8 25 2 8-1,1-0,0-4,4-5,5-2,2-6,6-25
11 4 0 11-29,29-32,32-2,2-4
11 4 1 11-12,12-29,29-3,3-5,5-4
11 4 2 11-29,29-3,3-2,2-4
14 19 0 14-29,29-36,36-19
14 19 1 14-15,15-29,29-32,32-37,37-18,18-17,17-19
14 19 2 14-15,15-29,29-36,36-19
36 4 0 36-29,29-3,3-5,5-4
36 4 1 36-37,37-32,32-2,2-4
36 4 2 36-30,30-21,21-41,41-40,40-39,39-1,1-0,0-4
26 30 0 26-21,21-30
26 30 1 26-41,41-40,40-39,39-1,1-0,0-4,4-2,2-32,32-30
26 30 2 26-41,41-21,21-30
12 29 0 12-29
12 29 1 12-11,11-29
12 29 2 12-27,27-29
2 7 0 2-33,33-7
2 7 1 2-3,3-7
2 7 2 2-32,32-33,33-7
24 40 0 24-3,3-29,29-36,36-30,30-21,21-41,41-40
24 40 1 24-25,25-6,6-2,2-4,4-0,0-1,1-39,39-40
24 40 2 24-3,3-2,2-32,32-30,30-21,21-41,41-40
5 10 0 5-4,4-0,0-1,1-44,44-10
5 10 1 5-2,2-32,32-30,30-21,21-41,41-9,9-8,8-10
5 10 2 5-4,4-0,0-1,1-8,8-10
30 2 0 30-32,32-2
30 2 1 30-36,36-29,29-3,3-2
30 2 2 30-37,37-32,32-33,33-2
20 28 0 20-32,32-34,34-28
20 28 1 20-31,31-30,30-32,32-29,29-28
20 28 2 20-32,32-29,29-28
42 1 0 42-45,45-44,44-1
42 1 1 42-41,41-40,40-39,39-1
42 1 2 42-26,26-41,41-9,9-8,8-1
23 33 0 23-3,3-2,2-33
23 33 1 23-24,24-3,3-7,7-33
23 33 2 23-25,25-6,6-2,2-32,32-33
6 27 0 6-29,29-27
6 27 1 6-3,3-29,29-12,12-27
6 27 2 6-3,3-29,29-27
28 44 0 28-34,34-32,32-2,2-4,4-0,0-1,1-44
28 44 1 28-29,29-32,32-30,30-21,21-41,41-42,42-45,45-44
28 44 2 28-29,29-32,32-2,2-4,4-0,0-1,1-44
32 23 0 32-2,2-3,3-23
32 23 1 32-29,29-3,3-24,24-23
32 23 2 32-33,33-2,2-6,6-25,25-23
31 33 0 31-20,20-32,32-33
31 33 1 31-30,30-32,32-2,2-33
31 33 2 31-30,30-32,32-33
35 34 0 35-34
35 34 1 35-36,36-29,29-34
35 34 2 35-36,36-37,37-32,32-34
18 22 0 18-37,37-32,32-2,2-6,6-22
18 22 1 18-17,17-19,19-36,36-29,29-3,3-24,24-22
18 22 2 18-37,37-36,36-29,29-6,6-22
43 34 0 43-9,9-41,41-21,21-30,30-32,32-34
43 34 1 43-10,10-44,44-1,1-0,0-4,4-5,5-3,3-29,29-34
43 34 2 43-9,9-41,41-26,26-21,21-30,30-32,32-34
8 0 0 8-1,1-0
8 0 1 8-9,9-41,41-21,21-30,30-32,32-2,2-4,4-0
8 0 2 8-10,10-44,44-1,1-0
33 8 0 33-2,2-4,4-0,0-1,1-8
33 8 1 33-32,32-30,30-21,21-41,41-9,9-8
33 8 2 33-32,32-2,2-4,4-0,0-1,1-8
14 26 0 14-29,29-32,32-30,30-21,21-26
14 26 1 14-15,15-6,6-2,2-4,4-0,0-1,1-39,39-40,40-41,41-26
14 26 2 14-29,29-36,36-30,30-21,21-26
36 3 0 36-29,29-3
36 3 1 36-37,37-32,32-2,2-3
36 3 2 36-35,35-34,34-29,29-6,6-3
26 25 0 26-21,21-30,30-36,36-29,29-6,6-25
26 25 1 26-41,41-40,40-39,39-1,1-0,0-4,4-5,5-3,3-24,24-25
26 25 2 26-21,21-30,30-32,32-2,2-6,6-25
12 20 0 12-29,29-32,32-20
12 20 1 12-11,11-29,29-36,36-30,30-31,31-20
12 20 2 12-27,27-29,29-32,32-20
2 30 0 2-32,32-30
2 30 1 2-33,33-32,32-37,37-30
2 30 2 2-6,6-29,29-36,36-30
24 47 0 24-3,3-5,5-4,4-0,0-1,1-47
24 47 1 24-25,25-6,6-29,29-36,36-30,30-21,21-41,41-42,42-45,45-44,44-47
24 47 2 24-3,3-2,2-4,4-0,0-1,1-47
27 10 0 27-29,29-32,32-2,2-4,4-0,0-1,1-44,44-10
27 10 1 27-12,12-29,29-36,36-30,30-21,21-41,41-9,9-8,8-10
27 10 2 27-29,29-32,32-30,30-21,21-41,41-9,9-8,8-10
30 5 0 30-32,32-2,2-5
30 5 1 30-36,36-29,29-3,3-5
30 5 2 30-37,37-32,32-33,33-2,2-4,4-5
0 40 0 0-1,1-39,39-40
0 40 1 0-4,4-2,2-32,32-30,30-21,21-41,41-40
0 40 2 0-1,1-44,44-39,39-40
20 27 0 20-32,32-29,29-27
20 27 1 20-31,31-30,30-36,36-29,29-12,12-27
20 27 2 20-32,32-34,34-29,29-27
3 37 0 3-2,2-32,32-37
3 37 1 3-29,29-36,36-37
3 37 2 3-6,6-29,29-32,32-30,30-37
42 8 0 42-41,41-9,9-8
42 8 1 42-45,45-44,44-10,10-8
42 8 2 42-26,26-41,41-40,40-39,39-1,1-8
6 18 0 6-2,2-32,32-37,37-18
6 18 1 6-29,29-36,36-19,19-17,17-18
6 18 2 6-29,29-32,32-37,37-18
28 43 0 28-29,29-36,36-30,30-21,21-41,41-9,9-43
28 43 1 28-34,34-32,32-2,2-4,4-0,0-1,1-44,44-10,10-43
28 43 2 28-34,34-32,32-30,30-21,21-41,41-9,9-43
32 46 0 32-2,2-4,4-0,0-1,1-47,47-46
32 46 1 32-30,30-21,21-41,41-42,42-45,45-46
32 46 2 32-30,30-21,21-26,26-42,42-45,45-46
31 46 0 31-30,30-21,21-41,41-42,42-45,45-46
31 46 1 31-20,20-32,32-2,2-4,4-0,0-1,1-47,47-46
31 46 2 31-30,30-21,21-26,26-42,42-45,45-46
35 43 0 35-36,36-30,30-21,21-41,41-9,9-43
35 43 1 35-34,34-32,32-2,2-4,4-0,0-1,1-44,44-10,10-43
35 43 2 35-34,34-32,32-30,30-21,21-41,41-9,9-43
18 17 0 18-17
18 17 1 18-37,37-16,16-17
18 17 2 18-37,37-36,36-19,19-17
21 4 0 21-30,30-32,32-2,2-4
21 4 1 21-41,41-40,40-39,39-1,1-0,0-4
21 4 2 21-30,30-37,37-32,32-2,2-4
43 27 0 43-9,9-41,41-21,21-30,30-36,36-29,29-27
43 27 1 43-10,10-44,44-1,1-0,0-4,4-5,5-3,3-29,29-12,12-27
43 27 2 43-9,9-41,41-21,21-30,30-32,32-29,29-27
8 7 0 8-1,1-0,0-4,4-5,5-3,3-7
8 7 1 8-9,9-41,41-21,21-30,30-32,32-33,33-7
8 7 2 8-1,1-0,0-4,4-2,2-33,33-7
33 1 0 33-2,2-4,4-0,0-1
33 1 1 33-32,32-30,30-21,21-41,41-40,40-39,39-1
33 1 2 33-32,32-2,2-4,4-0,0-1
14 29 0 14-29
14 29 1 14-15,15-29
14 29 2 14-13,13-12,12-29
36 10 0 36-30,30-21,21-41,41-9,9-8,8-10
36 10 1 36-29,29-32,32-2,2-4,4-0,0-1,1-44,44-10
36 10 2 36-30,30-21,21-41,41-9,9-43,43-10
39 47 0 39-1,1-47
39 47 1 39-44,44-47
39 47 2 39-40,40-41,41-42,42-45,45-46,46-47
12 19 0 12-29,29-36,36-19
12 19 1 12-28,28-34,34-32,32-37,37-18,18-17,17-19
12 19 2 12-27,27-29,29-36,36-19
15 6 0 15-6
15 6 1 15-29,29-6
15 6 2 15-14,14-29,29-3,3-6
37 21 0 37-30,30-21
37 21 1 37-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41,41-21
37 21 2 37-32,32-30,30-21
2 25 0 2-6,6-25
2 25 1 2-3,3-24,24-25
2 25 2 2-5,5-3,3-23,23-25
27 3 0 27-29,29-3
27 3 1 27-12,12-29,29-6,6-3
27 3 2 27-12,12-29,29-3
30 12 0 30-32,32-29,29-12
30 12 1 30-36,36-29,29-27,27-12
30 12 2 30-37,37-32,32-34,34-28,28-12
0 47 0 0-1,1-47
0 47 1 0-4,4-2,2-32,32-30,30-21,21-41,41-42,42-45,45-44,44-47
0 47 2 0-1,1-44,44-47
20 34 0 20-32,32-34
20 34 1 20-31,31-30,30-36,36-35,35-34
20 34 2 20-32,32-29,29-34
3 42 0 3-2,2-32,32-30,30-21,21-41,41-42
3 42 1 3-5,5-4,4-0,0-1,1-44,44-45,45-42
3 42 2 3-29,29-32,32-30,30-21,21-41,41-42
6 21 0 6-29,29-36,36-30,30-21
6 21 1 6-2,2-4,4-0,0-1,1-39,39-40,40-41,41-21
6 21 2 6-2,2-32,32-30,30-21
28 34 0 28-34
28 34 1 28-29,29-34
28 34 2 28-12,12-29,29-32,32-34
32 37 0 32-37
32 37 1 32-30,30-37
32 37 2 32-29,29-36,36-37
31 23 0 31-30,30-36,36-29,29-3,3-23
31 23 1 31-20,20-32,32-2,2-6,6-25,25-23
31 23 2 31-20,20-32,32-2,2-3,3-23
18 8 0 18-37,37-30,30-21,21-41,41-9,9-8
18 8 1 18-17,17-16,16-37,37-32,32-2,2-4,4-0,0-1,1-8
18 8 2 18-37,37-32,32-30,30-21,21-41,41-9,9-8
40 37 0 40-41,41-21,21-30,30-37
40 37 1 40-39,39-1,1-0,0-4,4-2,2-32,32-37
40 37 2 40-41,41-26,26-21,21-30,30-37
21 13 0 21-30,30-36,36-29,29-12,12-13
21 13 1 21-41,41-40,40-39,39-1,1-0,0-4,4-5,5-3,3-29,29-14,14-13
21 13 2 21-30,30-32,32-29,29-12,12-13
43 16 0 43-9,9-41,41-21,21-30,30-37,37-16
43 16 1 43-10,10-44,44-1,1-0,0-4,4-2,2-32,32-37,37-18,18-17,17-16
43 16 2 43-9,9-41,41-26,26-21,21-30,30-37,37-16
8 14 0 8-1,1-0,0-4,4-2,2-6,6-15,15-14
8 14 1 8-9,9-41,41-21,21-30,30-36,36-29,29-14
8 14 2 8-9,9-41,41-21,21-30,30-32,32-29,29-14
7 46 0 7-3,3-2,2-4,4-0,0-1,1-47,47-46
7 46 1 7-33,33-32,32-30,30-21,21-41,41-42,42-45,45-46
7 46 2 7-33,33-2,2-4,4-0,0-1,1-47,47-46
11 43 0 11-29,29-36,36-30,30-21,21-41,41-9,9-43
11 43 1 11-12,12-29,29-32,32-2,2-4,4-0,0-1,1-44,44-10,10-43
11 43 2 11-29,29-32,32-30,30-21,21-41,41-9,9-43
33 26 0 33-32,32-30,30-21,21-26
33 26 1 33-2,2-4,4-0,0-1,1-39,39-40,40-41,41-26
33 26 2 33-2,2-32,32-30,30-21,21-26
39 36 0 39-40,40-41,41-21,21-30,30-36
39 36 1 39-1,1-0,0-4,4-5,5-3,3-29,29-36
39 36 2 39-40,40-41,41-26,26-21,21-30,30-36
9 17 0 9-41,41-21,21-30,30-36,36-19,19-17
9 17 1 9-8,8-1,1-0,0-4,4-2,2-32,32-37,37-18,18-17
9 17 2 9-41,41-21,21-30,30-37,37-16,16-17
12 10 0 12-29,29-32,32-2,2-4,4-0,0-1,1-44,44-10
12 10 1 12-11,11-29,29-36,36-30,30-21,21-41,41-9,9-8,8-10
12 10 2 12-29,29-32,32-30,30-21,21-41,41-9,9-8,8-10
37 30 0 37-30
37 30 1 37-32,32-30
37 30 2 37-36,36-30
2 16 0 2-32,32-37,37-16
2 16 1 2-6,6-29,29-36,36-19,19-17,17-16
2 16 2 2-33,33-32,32-37,37-16
27 24 0 27-29,29-3,3-24
27 24 1 27-12,12-29,29-6,6-25,25-24
27 24 2 27-12,12-29,29-3,3-24
0 38 0 0-1,1-47,47-38
0 38 1 0-4,4-2,2-32,32-30,30-21,21-41,41-42,42-45,45-46,46-38
0 38 2 0-1,1-44,44-47,47-38
20 41 0 20-31,31-30,30-21,21-41
20 41 1 20-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41
20 41 2 20-32,32-30,30-21,21-41
3 19 0 3-29,29-36,36-19
3 19 1 3-2,2-32,32-37,37-18,18-17,17-19
3 19 2 3-6,6-29,29-36,36-19
25 34 0 25-6,6-29,29-34
25 34 1 25-24,24-3,3-2,2-32,32-34
25 34 2 25-23,23-3,3-29,29-28,28-34
6 12 0 6-29,29-12
6 12 1 6-3,3-29,29-11,11-12
6 12 2 6-15,15-29,29-27,27-12
31 28 0 31-20,20-32,32-34,34-28
31 28 1 31-30,30-36,36-29,29-28
31 28 2 31-30,30-32,32-34,34-28
18 3 0 18-37,37-32,32-2,2-3
18 3 1 18-17,17-19,19-36,36-29,29-3
18 3 2 18-37,37-36,36-29,29-3
40 44 0 40-39,39-44
40 44 1 40-41,41-42,42-45,45-44
40 44 2 40-39,39-1,1-44
21 22 0 21-30,30-36,36-29,29-6,6-22
21 22 1 21-41,41-40,40-39,39-1,1-0,0-4,4-5,5-3,3-24,24-22
21 22 2 21-30,30-32,32-2,2-6,6-22
43 9 0 43-9
43 9 1 43-10,10-8,8-9
43 9 2 43-10,10-44,44-1,1-8,8-9
7 39 0 7-3,3-2,2-4,4-0,0-1,1-39
7 39 1 7-33,33-32,32-30,30-21,21-41,41-40,40-39
7 39 2 7-33,33-2,2-4,4-0,0-1,1-39
46 6 0 46-47,47-1,1-0,0-4,4-2,2-6
46 6 1 46-45,45-42,42-41,41-21,21-30,30-36,36-29,29-6
46 6 2 46-45,45-44,44-1,1-0,0-4,4-2,2-6
11 32 0 11-29,29-32
11 32 1 11-12,12-28,28-34,34-32
11 32 2 11-12,12-29,29-32
33 19 0 33-32,32-30,30-36,36-19
33 19 1 33-2,2-32,32-37,37-18,18-17,17-19
33 19 2 33-32,32-37,37-36,36-19
44 40 0 44-39,39-40
44 40 1 44-45,45-42,42-41,41-40
44 40 2 44-1,1-39,39-40
9 26 0 9-41,41-26
9 26 1 9-43,43-10,10-44,44-45,45-42,42-26
9 26 2 9-8,8-1,1-39,39-40,40-41,41-21,21-26
12 1 0 12-29,29-32,32-2,2-4,4-0,0-1
12 1 1 12-11,11-29,29-36,36-30,30-21,21-41,41-40,40-39,39-1
12 1 2 12-29,29-3,3-2,2-4,4-0,0-1
15 20 0 15-29,29-32,32-20
15 20 1 15-14,14-29,29-36,36-30,30-31,31-20
15 20 2 15-6,6-2,2-32,32-20
37 7 0 37-32,32-33,33-7
37 7 1 37-36,36-29,29-3,3-7
37 7 2 37-32,32-2,2-33,33-7
24 4 0 24-3,3-5,5-4
24 4 1 24-25,25-6,6-2,2-4
24 4 2 24-22,22-6,6-29,29-36,36-30,30-21,21-41,41-40,40-39,39-1,1-0,0-4
27 17 0 27-29,29-36,36-19,19-17
27 17 1 27-12,12-29,29-32,32-37,37-18,18-17
27 17 2 27-12,12-29,29-36,36-19,19-17
13 30 0 13-12,12-29,29-32,32-30
13 30 1 13-14,14-29,29-36,36-30
13 30 2 13-14,14-29,29-32,32-30
3 24 0 3-24
3 24 1 3-23,23-24
3 24 2 3-6,6-22,22-24
25 43 0 25-6,6-2,2-4,4-0,0-1,1-44,44-10,10-43
25 43 1 25-23,23-3,3-29,29-36,36-30,30-21,21-41,41-9,9-43
25 43 2 25-6,6-2,2-4,4-0,0-1,1-8,8-9,9-43
6 7 0 6-3,3-7
6 7 1 6-2,2-33,33-7
6 7 2 6-29,29-3,3-7
31 5 0 31-20,20-32,32-2,2-5
31 5 1 31-30,30-36,36-29,29-3,3-5
31 5 2 31-30,30-32,32-2,2-5
40 19 0 40-41,41-21,21-30,30-36,36-19
40 19 1 40-39,39-1,1-0,0-4,4-2,2-32,32-37,37-18,18-17,17-19
40 19 2 40-41,41-26,26-21,21-30,30-36,36-19
21 31 0 21-30,30-31
21 31 1 21-41,41-40,40-39,39-1,1-0,0-4,4-2,2-32,32-20,20-31
21 31 2 21-30,30-32,32-20,20-31
43 14 0 43-9,9-41,41-21,21-30,30-36,36-29,29-14
43 14 1 43-10,10-44,44-1,1-0,0-4,4-2,2-6,6-15,15-14
43 14 2 43-9,9-41,41-21,21-30,30-32,32-29,29-14
7 28 0 7-3,3-29,29-28
7 28 1 7-33,33-32,32-34,34-28
7 28 2 7-3,3-6,6-29,29-28
46 9 0 46-45,45-42,42-41,41-9
46 9 1 46-47,47-1,1-8,8-9
46 9 2 46-38,38-47,47-44,44-10,10-43,43-9
29 47 0 29-32,32-2,2-4,4-0,0-1,1-47
29 47 1 29-36,36-30,30-21,21-41,41-42,42-45,45-44,44-47
29 47 2 29-3,3-2,2-4,4-0,0-1,1-47
33 20 0 33-32,32-20
33 20 1 33-2,2-32,32-30,30-31,31-20
33 20 2 33-2,2-32,32-20
16 44 0 16-37,37-32,32-2,2-4,4-0,0-1,1-44
16 44 1 16-17,17-18,18-37,37-30,30-21,21-41,41-42,42-45,45-44
16 44 2 16-37,37-30,30-21,21-41,41-42,42-45,45-44
36 39 0 36-30,30-21,21-41,41-40,40-39
36 39 1 36-29,29-32,32-2,2-4,4-0,0-1,1-39
36 39 2 36-37,37-30,30-21,21-41,41-40,40-39
44 39 0 44-39
44 39 1 44-1,1-39
44 39 2 44-45,45-42,42-41,41-40,40-39
9 3 0 9-8,8-1,1-0,0-4,4-5,5-3
9 3 1 9-41,41-21,21-30,30-36,36-29,29-3
9 3 2 9-8,8-1,1-0,0-4,4-2,2-3
34 13 0 34-28,28-12,12-13
