s t k edges
30 0 0 30-21,21-22,22-2,2-3,3-0
30 0 1 30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0
30 0 2 30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-24,24-23,23-1,1-0
4 19 0 4-15,15-14,14-19
4 19 1 4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19
4 19 2 4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-19
19 29 0 19-14,14-15,15-4,4-29
19 29 1 19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29
19 29 2 19-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29
7 6 0 7-6
7 6 1 7-0,0-1,1-23,23-24,24-25,25-6
7 6 2 7-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25,25-6
5 18 0 5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18
5 18 1 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18
5 18 2 5-4,4-15,15-14,14-19,19-13,13-20,20-18
20 30 0 20-13,13-2,2-22,22-21,21-30
20 30 1 20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30
20 30 2 20-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30
16 22 0 16-9,9-8,8-30,30-21,21-22
16 22 1 16-5,5-4,4-15,15-14,14-19,19-13,13-2,2-22
16 22 2 16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22
6 25 0 6-25
6 25 1 6-7,7-0,0-1,1-23,23-24,24-25
6 25 2 6-7,7-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25
19 3 0 19-13,13-2,2-3
19 3 1 19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3
19 3 2 19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3
17 23 0 17-18,18-20,20-13,13-2,2-3,3-0,0-1,1-23
17 23 1 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23
17 23 2 17-12,12-11,11-10,10-19,19-13,13-2,2-3,3-0,0-1,1-23
7 28 0 7-6,6-25,25-29,29-28
7 28 1 7-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28
7 28 2 7-6,6-25,25-26,26-27,27-28
22 28 0 22-2,2-3,3-0,0-7,7-6,6-25,25-26,26-27,27-28
22 28 1 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-28
22 28 2 22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-28
20 4 0 20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4
20 4 1 20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4
20 4 2 20-13,13-19,19-14,14-15,15-4
18 20 0 18-20
18 20 1 18-17,17-12,12-11,11-10,10-19,19-13,13-20
18 20 2 18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20
23 25 0 23-24,24-25
23 25 1 23-1,1-0,0-7,7-6,6-25
23 25 2 23-1,1-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25
8 2 0 8-30,30-21,21-22,22-2
8 2 1 8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-2
8 2 2 8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2
9 3 0 9-8,8-30,30-21,21-22,22-2,2-3
9 3 1 9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3
9 3 2 9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-2,2-3
14 24 0 14-15,15-4,4-29,29-25,25-24
14 24 1 14-19,19-13,13-2,2-3,3-0,0-1,1-23,23-24
14 24 2 14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-24
10 24 0 10-19,19-14,14-15,15-4,4-29,29-25,25-24
10 24 1 10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1,1-23,23-24
10 24 2 10-19,19-13,13-2,2-3,3-0,0-1,1-23,23-24
15 29 0 15-4,4-29
15 29 1 15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29
15 29 2 15-14,14-19,19-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29
11 21 0 11-12,12-17,17-18,18-20,20-13,13-2,2-22,22-21
11 21 1 11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21
11 21 2 11-10,10-19,19-13,13-2,2-22,22-21
0 30 0 0-3,3-2,2-22,22-21,21-30
0 30 1 0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30
0 30 2 0-1,1-23,23-24,24-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30
24 11 0 24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11
24 11 1 24-23,23-1,1-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11
24 11 2 24-23,23-1,1-0,0-3,3-2,2-13,13-19,19-10,10-11
14 2 0 14-19,19-13,13-2
14 2 1 14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2
14 2 2 14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2
12 22 0 12-17,17-18,18-20,20-13,13-2,2-22
12 22 1 12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22
12 22 2 12-11,11-10,10-19,19-13,13-2,2-22
27 22 0 27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-22
27 22 1 27-28,28-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22
27 22 2 27-28,28-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22
25 10 0 25-29,29-4,4-15,15-14,14-19,19-10
25 10 1 25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10
25 10 2 25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-10
13 23 0 13-2,2-3,3-0,0-1,1-23
13 23 1 13-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23
13 23 2 13-2,2-3,3-0,0-7,7-6,6-25,25-24,24-23
28 17 0 28-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17
28 17 1 28-27,27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17
28 17 2 28-29,29-4,4-15,15-14,14-19,19-13,13-20,20-18,18-17
2 28 0 2-13,13-19,19-14,14-15,15-4,4-29,29-28
2 28 1 2-3,3-0,0-7,7-6,6-25,25-26,26-27,27-28
2 28 2 2-3,3-0,0-7,7-6,6-25,25-29,29-28
26 1 0 26-25,25-24,24-23,23-1
26 1 1 26-27,27-28,28-29,29-25,25-6,6-7,7-0,0-1
26 1 2 26-25,25-6,6-7,7-0,0-1
29 20 0 29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20
29 20 1 29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20
29 20 2 29-4,4-15,15-14,14-19,19-13,13-20
3 1 0 3-0,0-1
3 1 1 3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1
3 1 2 3-0,0-7,7-6,6-25,25-24,24-23,23-1
27 12 0 27-28,28-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12
27 12 1 27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12
27 12 2 27-26,26-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12
30 11 0 30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12,12-11
30 11 1 30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11
30 11 2 30-21,21-22,22-2,2-13,13-19,19-10,10-11
4 26 0 4-29,29-28,28-27,27-26
4 26 1 4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-26
4 26 2 4-29,29-25,25-26
28 15 0 28-29,29-4,4-15
28 15 1 28-27,27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14,14-15
28 15 2 28-27,27-26,26-25,25-29,29-4,4-15
5 27 0 5-4,4-29,29-28,28-27
5 27 1 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-26,26-27
5 27 2 5-4,4-29,29-25,25-26,26-27
29 14 0 29-4,4-15,15-14
29 14 1 29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14
29 14 2 29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-19,19-14
16 13 0 16-5,5-4,4-15,15-14,14-19,19-13
16 13 1 16-9,9-8,8-30,30-21,21-22,22-2,2-13
16 13 2 16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13
6 16 0 6-25,25-29,29-4,4-5,5-16
6 16 1 6-7,7-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16
6 16 2 6-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16
21 24 0 21-22,22-2,2-3,3-0,0-1,1-23,23-24
21 24 1 21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-24
21 24 2 21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-24
19 8 0 19-13,13-2,2-22,22-21,21-30,30-8
19 8 1 19-14,14-15,15-4,4-5,5-16,16-9,9-8
19 8 2 19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8
17 8 0 17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8
17 8 1 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8
17 8 2 17-12,12-11,11-10,10-19,19-13,13-2,2-22,22-21,21-30,30-8
7 21 0 7-0,0-3,3-2,2-22,22-21
7 21 1 7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21
7 21 2 7-6,6-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21
22 23 0 22-2,2-3,3-0,0-1,1-23
22 23 1 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-24,24-23
22 23 2 22-2,2-3,3-0,0-7,7-6,6-25,25-24,24-23
20 3 0 20-13,13-2,2-3
20 3 1 20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3
20 3 2 20-18,18-17,17-12,12-11,11-10,10-19,19-13,13-2,2-3
18 15 0 18-17,17-12,12-11,11-10,10-19,19-14,14-15
18 15 1 18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15
18 15 2 18-20,20-13,13-19,19-14,14-15
23 22 0 23-1,1-0,0-3,3-2,2-22
23 22 1 23-24,24-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22
23 22 2 23-24,24-25,25-6,6-7,7-0,0-3,3-2,2-22
21 2 0 21-22,22-2
21 2 1 21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-2
21 2 2 21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2
8 9 0 8-9
8 9 1 8-30,30-21,21-22,22-2,2-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9
8 9 2 8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9
22 9 0 22-21,21-30,30-8,8-9
22 9 1 22-2,2-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9
22 9 2 22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9
9 4 0 9-16,16-5,5-4
9 4 1 9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-14,14-15,15-4
9 4 2 9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4
23 12 0 23-1,1-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12
23 12 1 23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12
23 12 2 23-1,1-0,0-3,3-2,2-13,13-19,19-10,10-11,11-12
10 3 0 10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3
10 3 1 10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3
10 3 2 10-19,19-13,13-2,2-3
15 26 0 15-4,4-29,29-28,28-27,27-26
15 26 1 15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-26
15 26 2 15-4,4-29,29-25,25-26
11 10 0 11-10
11 10 1 11-12,12-17,17-18,18-20,20-13,13-19,19-10
11 10 2 11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10
0 21 0 0-3,3-2,2-22,22-21
0 21 1 0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21
0 21 2 0-1,1-23,23-24,24-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21
24 18 0 24-23,23-1,1-0,0-3,3-2,2-13,13-20,20-18
24 18 1 24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18
24 18 2 24-25,25-29,29-4,4-15,15-14,14-19,19-13,13-20,20-18
14 5 0 14-15,15-4,4-5
14 5 1 14-19,19-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5
14 5 2 14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5
12 13 0 12-17,17-18,18-20,20-13
12 13 1 12-11,11-10,10-19,19-13
12 13 2 12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13
1 16 0 1-23,23-24,24-25,25-29,29-4,4-5,5-16
1 16 1 1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16
1 16 2 1-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16
25 19 0 25-29,29-4,4-15,15-14,14-19
25 19 1 25-6,6-7,7-0,0-3,3-2,2-13,13-19
25 19 2 25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-19
15 0 0 15-4,4-29,29-25,25-6,6-7,7-0
15 0 1 15-14,14-19,19-13,13-2,2-3,3-0
15 0 2 15-4,4-29,29-25,25-24,24-23,23-1,1-0
13 16 0 13-19,19-14,14-15,15-4,4-5,5-16
13 16 1 13-2,2-22,22-21,21-30,30-8,8-9,9-16
13 16 2 13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16
2 23 0 2-3,3-0,0-1,1-23
2 23 1 2-13,13-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23
2 23 2 2-3,3-0,0-7,7-6,6-25,25-24,24-23
26 8 0 26-27,27-28,28-29,29-4,4-5,5-16,16-9,9-8
26 8 1 26-25,25-6,6-7,7-0,0-3,3-2,2-22,22-21,21-30,30-8
26 8 2 26-25,25-29,29-4,4-5,5-16,16-9,9-8
0 11 0 0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11
0 11 1 0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11
0 11 2 0-3,3-2,2-13,13-19,19-10,10-11
3 6 0 3-0,0-7,7-6
3 6 1 3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25,25-6
3 6 2 3-0,0-1,1-23,23-24,24-25,25-6
27 5 0 27-28,28-29,29-4,4-5
27 5 1 27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5
27 5 2 27-26,26-25,25-29,29-4,4-5
1 10 0 1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-10
1 10 1 1-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10
1 10 2 1-0,0-3,3-2,2-13,13-19,19-10
4 1 0 4-29,29-25,25-24,24-23,23-1
4 1 1 4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-1
4 1 2 4-29,29-25,25-6,6-7,7-0,0-1
28 6 0 28-29,29-25,25-6
28 6 1 28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-7,7-6
28 6 2 28-27,27-26,26-25,25-6
5 4 0 5-4
5 4 1 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-14,14-15,15-4
5 4 2 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4
29 7 0 29-25,25-6,6-7
29 7 1 29-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-7
29 7 2 29-28,28-27,27-26,26-25,25-6,6-7
16 4 0 16-5,5-4
16 4 1 16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-14,14-15,15-4
16 4 2 16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4
6 11 0 6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11
6 11 1 6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11
6 11 2 6-7,7-0,0-3,3-2,2-13,13-19,19-10,10-11
30 20 0 30-21,21-22,22-2,2-13,13-20
30 20 1 30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20
30 20 2 30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-20
19 17 0 19-10,10-11,11-12,12-17
19 17 1 19-13,13-20,20-18,18-17
19 17 2 19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17
17 1 0 17-18,18-20,20-13,13-2,2-3,3-0,0-1
17 1 1 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1
17 1 2 17-12,12-11,11-10,10-19,19-13,13-2,2-3,3-0,0-1
7 18 0 7-0,0-3,3-2,2-13,13-20,20-18
7 18 1 7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18
7 18 2 7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-13,13-20,20-18
20 10 0 20-13,13-19,19-10
20 10 1 20-18,18-17,17-12,12-11,11-10
20 10 2 20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10
18 6 0 18-20,20-13,13-2,2-3,3-0,0-7,7-6
18 6 1 18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6
18 6 2 18-20,20-13,13-19,19-14,14-15,15-4,4-29,29-25,25-6
16 26 0 16-5,5-4,4-29,29-28,28-27,27-26
16 26 1 16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-26
16 26 2 16-5,5-4,4-29,29-25,25-26
21 11 0 21-22,22-2,2-13,13-20,20-18,18-17,17-12,12-11
21 11 1 21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11
21 11 2 21-22,22-2,2-13,13-19,19-10,10-11
17 27 0 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-28,28-27
17 27 1 17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-26,26-27
17 27 2 17-18,18-20,20-13,13-19,19-14,14-15,15-4,4-29,29-28,28-27
22 0 0 22-2,2-3,3-0
22 0 1 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0
22 0 2 22-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0
9 13 0 9-8,8-30,30-21,21-22,22-2,2-13
9 13 1 9-16,16-5,5-4,4-15,15-14,14-19,19-13
9 13 2 9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13
23 5 0 23-24,24-25,25-29,29-4,4-5
23 5 1 23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5
23 5 2 23-1,1-0,0-7,7-6,6-25,25-29,29-4,4-5
8 22 0 8-30,30-21,21-22
8 22 1 8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-2,2-22
8 22 2 8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22
11 3 0 11-12,12-17,17-18,18-20,20-13,13-2,2-3
11 3 1 11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3
11 3 2 11-10,10-19,19-13,13-2,2-3
9 23 0 9-16,16-5,5-4,4-29,29-25,25-24,24-23
9 23 1 9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23
9 23 2 9-16,16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23
24 25 0 24-25
24 25 1 24-23,23-1,1-0,0-7,7-6,6-25
24 25 2 24-23,23-1,1-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25
14 12 0 14-19,19-10,10-11,11-12
14 12 1 14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12
14 12 2 14-19,19-13,13-20,20-18,18-17,17-12
12 4 0 12-11,11-10,10-19,19-14,14-15,15-4
12 4 1 12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4
12 4 2 12-17,17-18,18-20,20-13,13-19,19-14,14-15,15-4
10 20 0 10-19,19-13,13-20
10 20 1 10-11,11-12,12-17,17-18,18-20
10 20 2 10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20
25 20 0 25-6,6-7,7-0,0-3,3-2,2-13,13-20
25 20 1 25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20
25 20 2 25-29,29-4,4-15,15-14,14-19,19-13,13-20
15 9 0 15-4,4-5,5-16,16-9
15 9 1 15-14,14-19,19-13,13-2,2-22,22-21,21-30,30-8,8-9
15 9 2 15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9
13 9 0 13-2,2-22,22-21,21-30,30-8,8-9
13 9 1 13-19,19-14,14-15,15-4,4-5,5-16,16-9
13 9 2 13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9
11 25 0 11-10,10-19,19-14,14-15,15-4,4-29,29-25
11 25 1 11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25
11 25 2 11-10,10-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25
26 19 0 26-27,27-28,28-29,29-4,4-15,15-14,14-19
26 19 1 26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19
26 19 2 26-25,25-29,29-4,4-15,15-14,14-19
0 2 0 0-3,3-2
0 2 1 0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-13,13-2
0 2 2 0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-13,13-2
3 15 0 3-2,2-13,13-19,19-14,14-15
3 15 1 3-0,0-7,7-6,6-25,25-29,29-4,4-15
3 15 2 3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-15
27 26 0 27-26
27 26 1 27-28,28-29,29-25,25-26
27 26 2 27-28,28-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-26
1 3 0 1-0,0-3
1 3 1 1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3
1 3 2 1-23,23-24,24-25,25-6,6-7,7-0,0-3
4 8 0 4-5,5-16,16-9,9-8
4 8 1 4-15,15-14,14-19,19-13,13-2,2-22,22-21,21-30,30-8
4 8 2 4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22,22-21,21-30,30-8
28 29 0 28-29
28 29 1 28-27,27-26,26-25,25-29
28 29 2 28-27,27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-29
2 8 0 2-22,22-21,21-30,30-8
2 8 1 2-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8
2 8 2 2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8
5 13 0 5-4,4-15,15-14,14-19,19-13
5 13 1 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13
5 13 2 5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13
29 0 0 29-25,25-6,6-7,7-0
29 0 1 29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0
29 0 2 29-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0
3 21 0 3-2,2-22,22-21
3 21 1 3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21
3 21 2 3-2,2-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21
6 2 0 6-7,7-0,0-3,3-2
6 2 1 6-25,25-29,29-4,4-15,15-14,14-19,19-13,13-2
6 2 2 6-25,25-24,24-23,23-1,1-0,0-3,3-2
4 22 0 4-15,15-14,14-19,19-13,13-2,2-22
4 22 1 4-5,5-16,16-9,9-8,8-30,30-21,21-22
4 22 2 4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22
19 22 0 19-13,13-2,2-22
19 22 1 19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22
19 22 2 19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-22
7 11 0 7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11
7 11 1 7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11
7 11 2 7-0,0-3,3-2,2-13,13-19,19-10,10-11
5 23 0 5-4,4-29,29-25,25-24,24-23
5 23 1 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23
5 23 2 5-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23
20 17 0 20-18,18-17
20 17 1 20-13,13-19,19-10,10-11,11-12,12-17
20 17 2 20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17
18 1 0 18-20,20-13,13-2,2-3,3-0,0-1
18 1 1 18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1
18 1 2 18-17,17-12,12-11,11-10,10-19,19-13,13-2,2-3,3-0,0-1
16 17 0 16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17
16 17 1 16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17
16 17 2 16-5,5-4,4-15,15-14,14-19,19-13,13-20,20-18,18-17
21 20 0 21-22,22-2,2-13,13-20
21 20 1 21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20
21 20 2 21-22,22-2,2-13,13-19,19-10,10-11,11-12,12-17,17-18,18-20
17 28 0 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-28
17 28 1 17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-26,26-27,27-28
17 28 2 17-18,18-20,20-13,13-19,19-14,14-15,15-4,4-29,29-28
22 27 0 22-2,2-3,3-0,0-7,7-6,6-25,25-26,26-27
22 27 1 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-28,28-27
22 27 2 22-2,2-13,13-19,19-14,14-15,15-4,4-29,29-28,28-27
18 27 0 18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-26,26-27
18 27 1 18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-28,28-27
18 27 2 18-20,20-13,13-19,19-14,14-15,15-4,4-29,29-28,28-27
23 2 0 23-1,1-0,0-3,3-2
