s t k edges
24 25 1 24-13,13-25
24 25 2 24-23,23-25
14 12 0 14-10,10-12
14 12 1 14-16,16-11,11-12
14 12 2 14-10,10-11,11-12
12 4 0 12-10,10-25,25-8,8-4
12 4 1 12-11,11-13,13-28,28-15,15-4
12 4 2 12-11,11-17,17-7,7-15,15-4
10 20 0 10-25,25-18,18-20
10 20 1 10-17,17-7,7-21,21-20
10 20 2 10-27,27-2,2-19,19-20
25 20 0 25-18,18-20
25 20 1 25-8,8-21,21-20
25 20 2 25-28,28-2,2-19,19-20
15 9 0 15-28,28-9
15 9 1 15-4,4-8,8-9
15 9 2 15-7,7-17,17-28,28-25,25-9
13 9 0 13-25,25-9
13 9 1 13-28,28-9
13 9 2 13-10,10-25,25-8,8-9
11 25 0 11-10,10-25
11 25 1 11-13,13-25
11 25 2 11-16,16-23,23-25
26 19 0 26-27,27-2,2-19
26 19 1 26-35,35-27,27-18,18-20,20-19
26 19 2 26-35,35-27,27-2,2-19
0 2 0 0-2
0 2 1 0-1,1-2
0 2 2 0-1,1-28,28-2
28 14 0 28-17,17-10,10-14
28 14 1 28-13,13-16,16-14
28 14 2 28-17,17-16,16-14
3 15 0 3-2,2-28,28-15
3 15 1 3-27,27-17,17-7,7-15
3 15 2 3-27,27-2,2-28,28-15
27 26 0 27-26
27 26 1 27-35,35-26
27 26 2 27-33,33-32,32-34,34-35,35-26
1 3 0 1-2,2-3
1 3 1 1-22,22-27,27-3
1 3 2 1-0,0-2,2-3
4 8 0 4-8
4 8 1 4-15,15-28,28-8
4 8 2 4-5,5-15,15-29,29-1,1-8
28 29 0 28-1,1-29
28 29 1 28-15,15-29
28 29 2 28-2,2-1,1-29
2 8 0 2-1,1-8
2 8 1 2-28,28-8
2 8 2 2-21,21-8
5 13 0 5-15,15-28,28-13
5 13 1 5-4,4-8,8-25,25-13
5 13 2 5-15,15-28,28-25,25-13
29 0 0 29-1,1-0
29 0 1 29-15,15-28,28-2,2-0
29 0 2 29-1,1-2,2-0
3 21 0 3-2,2-21
3 21 1 3-27,27-18,18-20,20-21
3 21 2 3-27,27-2,2-21
17 32 0 17-22,22-33,33-32
17 32 1 17-27,27-35,35-34,34-32
17 32 2 17-27,27-33,33-32
25 32 0 25-10,10-27,27-33,33-32
25 32 1 25-18,18-27,27-35,35-34,34-32
25 32 2 25-13,13-27,27-33,33-32
6 2 0 6-1,1-2
6 2 1 6-7,7-21,21-2
6 2 2 6-1,1-0,0-2
30 31 0 30-31
30 31 1 30-7,7-6,6-1,1-31
30 31 2 30-7,7-17,17-22,22-1,1-31
4 22 0 4-8,8-1,1-22
4 22 1 4-15,15-28,28-13,13-22
4 22 2 4-5,5-15,15-7,7-17,17-22
19 22 0 19-2,2-1,1-22
19 22 1 19-20,20-18,18-27,27-22
19 22 2 19-2,2-27,27-22
2 34 0 2-27,27-35,35-34
2 34 1 2-1,1-22,22-33,33-32,32-34
2 34 2 2-3,3-27,27-35,35-34
7 11 0 7-17,17-11
7 11 1 7-15,15-28,28-13,13-11
7 11 2 7-21,21-2,2-27,27-10,10-11
22 33 0 22-33
22 33 1 22-27,27-33
22 33 2 22-13,13-27,27-35,35-34,34-32,32-33
5 23 0 5-4,4-8,8-25,25-23
5 23 1 5-15,15-28,28-13,13-23
5 23 2 5-15,15-28,28-25,25-23
20 17 0 20-18,18-27,27-17
20 17 1 20-21,21-7,7-17
20 17 2 20-19,19-2,2-28,28-17
18 1 0 18-25,25-28,28-1
18 1 1 18-27,27-2,2-1
18 1 2 18-20,20-21,21-8,8-1
16 17 0 16-17
16 17 1 16-11,11-17
16 17 2 16-13,13-22,22-17
21 20 0 21-20
21 20 1 21-2,2-19,19-20
21 20 2 21-8,8-25,25-18,18-20
17 28 0 17-28
17 28 1 17-22,22-13,13-28
17 28 2 17-7,7-15,15-28
7 33 0 7-17,17-27,27-33
7 33 1 7-6,6-1,1-22,22-33
7 33 2 7-21,21-2,2-27,27-35,35-34,34-32,32-33
22 27 0 22-27
22 27 1 22-17,17-27
22 27 2 22-13,13-27
11 34 0 11-10,10-27,27-35,35-34
11 34 1 11-13,13-27,27-33,33-32,32-34
11 34 2 11-13,13-27,27-35,35-34
35 33 0 35-27,27-33
35 33 1 35-34,34-32,32-33
35 33 2 35-26,26-27,27-22,22-33
18 27 0 18-27
18 27 1 18-25,25-13,13-27
18 27 2 18-20,20-21,21-2,2-27
33 17 0 33-27,27-17
33 17 1 33-22,22-17
33 17 2 33-32,32-34,34-35,35-27,27-10,10-17
23 2 0 23-25,25-28,28-2
23 2 1 23-13,13-27,27-2
23 2 2 23-22,22-1,1-2
34 22 0 34-32,32-33,33-22
34 22 1 34-35,35-27,27-22
34 22 2 34-32,32-33,33-27,27-22
8 29 0 8-1,1-29
8 29 1 8-4,4-15,15-29
8 29 2 8-28,28-1,1-29
32 10 0 32-33,33-27,27-10
32 10 1 32-34,34-35,35-27,27-17,17-10
32 10 2 32-34,34-35,35-27,27-10
35 7 0 35-27,27-17,17-7
35 7 1 35-26,26-27,27-2,2-21,21-7
35 7 2 35-34,34-32,32-33,33-22,22-1,1-6,6-7
9 24 0 9-25,25-24
9 24 1 9-28,28-13,13-24
9 24 2 9-8,8-25,25-23,23-24
33 11 0 33-27,27-10,10-11
33 11 1 33-22,22-13,13-11
33 11 2 33-32,32-34,34-35,35-27,27-17,17-11
14 23 0 14-16,16-23
14 23 1 14-10,10-13,13-23
14 23 2 14-10,10-25,25-23
12 3 0 12-10,10-27,27-3
12 3 1 12-11,11-13,13-27,27-2,2-3
12 3 2 12-11,11-10,10-27,27-3
10 31 0 10-17,17-7,7-30,30-31
10 31 1 10-13,13-22,22-1,1-31
10 31 2 10-13,13-28,28-1,1-31
25 29 0 25-8,8-1,1-29
25 29 1 25-28,28-15,15-29
25 29 2 25-28,28-1,1-29
15 22 0 15-28,28-13,13-22
15 22 1 15-29,29-1,1-22
15 22 2 15-7,7-17,17-22
13 2 0 13-27,27-2
13 2 1 13-28,28-2
13 2 2 13-22,22-1,1-2
11 30 0 11-17,17-7,7-30
11 30 1 11-13,13-28,28-1,1-31,31-30
11 30 2 11-16,16-17,17-7,7-30
0 25 0 0-1,1-8,8-25
0 25 1 0-2,2-28,28-25
0 25 2 0-1,1-28,28-25
24 6 0 24-25,25-28,28-1,1-6
24 6 1 24-13,13-11,11-17,17-7,7-6
24 6 2 24-25,25-8,8-1,1-6
12 25 0 12-10,10-25
12 25 1 12-11,11-13,13-25
12 25 2 12-11,11-10,10-25
27 19 0 27-2,2-19
27 19 1 27-18,18-20,20-19
27 19 2 27-3,3-2,2-19
1 4 0 1-8,8-4
1 4 1 1-28,28-15,15-4
1 4 2 1-29,29-15,15-5,5-4
25 7 0 25-8,8-21,21-7
25 7 1 25-10,10-17,17-7
25 7 2 25-28,28-15,15-7
13 28 0 13-28
13 28 1 13-25,25-28
13 28 2 13-16,16-17,17-28
28 20 0 28-8,8-21,21-20
28 20 1 28-25,25-18,18-20
28 20 2 28-2,2-19,19-20
2 3 0 2-3
2 3 1 2-27,27-3
2 3 2 2-1,1-22,22-27,27-3
26 4 0 26-27,27-17,17-28,28-8,8-4
26 4 1 26-35,35-27,27-2,2-28,28-15,15-4
26 4 2 26-27,27-2,2-1,1-8,8-4
14 35 0 14-10,10-27,27-35
14 35 1 14-16,16-17,17-27,27-26,26-35
14 35 2 14-16,16-13,13-27,27-35
29 25 0 29-1,1-8,8-25
29 25 1 29-15,15-28,28-25
29 25 2 29-1,1-28,28-25
3 26 0 3-27,27-26
3 26 1 3-2,2-27,27-35,35-26
3 26 2 3-2,2-27,27-26
27 9 0 27-18,18-25,25-9
27 9 1 27-2,2-28,28-9
27 9 2 27-22,22-1,1-8,8-9
6 5 0 6-7,7-15,15-5
6 5 1 6-1,1-8,8-4,4-5
6 5 2 6-7,7-15,15-4,4-5
17 9 0 17-28,28-9
17 9 1 17-10,10-25,25-9
17 9 2 17-22,22-1,1-8,8-9
4 29 0 4-15,15-29
4 29 1 4-8,8-1,1-29
4 29 2 4-5,5-15,15-29
19 31 0 19-2,2-1,1-31
19 31 1 19-20,20-21,21-7,7-30,30-31
19 31 2 19-2,2-0,0-1,1-31
7 0 0 7-21,21-2,2-0
7 0 1 7-6,6-1,1-0
7 0 2 7-6,6-1,1-2,2-0
31 7 0 31-30,30-7
31 7 1 31-1,1-6,6-7
31 7 2 31-1,1-22,22-17,17-7
5 16 0 5-15,15-7,7-17,17-16
5 16 1 5-4,4-8,8-25,25-23,23-16
5 16 2 5-15,15-28,28-13,13-16
20 24 0 20-18,18-25,25-24
20 24 1 20-19,19-2,2-28,28-13,13-24
20 24 2 20-21,21-8,8-25,25-23,23-24
3 32 0 3-27,27-33,33-32
3 32 1 3-2,2-27,27-35,35-34,34-32
3 32 2 3-2,2-27,27-33,33-32
16 8 0 16-17,17-28,28-8
16 8 1 16-13,13-25,25-8
16 8 2 16-23,23-25,25-9,9-8
6 31 0 6-1,1-31
6 31 1 6-7,7-30,30-31
6 31 2 6-7,7-17,17-22,22-1,1-31
21 29 0 21-2,2-1,1-29
21 29 1 21-7,7-15,15-29
21 29 2 21-8,8-1,1-29
19 5 0 19-2,2-28,28-15,15-5
19 5 1 19-20,20-21,21-8,8-4,4-5
19 5 2 19-2,2-1,1-8,8-4,4-5
17 21 0 17-7,7-21
17 21 1 17-27,27-2,2-21
17 21 2 17-28,28-8,8-21
7 30 0 7-30
7 30 1 7-6,6-1,1-31,31-30
7 30 2 7-17,17-22,22-1,1-31,31-30
22 18 0 22-27,27-18
22 18 1 22-13,13-25,25-18
22 18 2 22-1,1-8,8-21,21-20,20-18
20 6 0 20-21,21-7,7-6
20 6 1 20-19,19-2,2-1,1-6
20 6 2 20-21,21-8,8-1,1-6
23 27 0 23-13,13-27
23 27 1 23-22,22-27
23 27 2 23-25,25-10,10-27
21 7 0 21-7
21 7 1 21-8,8-4,4-15,15-7
21 7 2 21-2,2-1,1-6,6-7
34 17 0 34-35,35-27,27-17
34 17 1 34-32,32-33,33-22,22-17
34 17 2 34-35,35-26,26-27,27-17
8 4 0 8-4
8 4 1 8-28,28-15,15-4
8 4 2 8-21,21-7,7-15,15-5,5-4
32 1 0 32-33,33-22,22-1
32 1 1 32-34,34-35,35-27,27-2,2-1
32 1 2 32-33,33-27,27-2,2-1
13 33 0 13-27,27-33
13 33 1 13-22,22-33
13 33 2 13-10,10-27,27-35,35-34,34-32,32-33
18 14 0 18-27,27-10,10-14
18 14 1 18-25,25-23,23-16,16-14
18 14 2 18-25,25-10,10-14
35 12 0 35-27,27-10,10-12
35 12 1 35-26,26-27,27-17,17-11,11-12
35 12 2 35-26,26-27,27-10,10-12
9 1 0 9-8,8-1
9 1 1 9-28,28-1
9 1 2 9-25,25-23,23-22,22-1
33 12 0 33-27,27-10,10-12
33 12 1 33-22,22-13,13-11,11-12
33 12 2 33-22,22-13,13-10,10-12
14 30 0 14-16,16-17,17-7,7-30
14 30 1 14-10,10-17,17-22,22-1,1-31,31-30
14 30 2 14-10,10-17,17-7,7-30
10 6 0 10-17,17-7,7-6
10 6 1 10-13,13-22,22-1,1-6
10 6 2 10-11,11-17,17-7,7-6
34 11 0 34-35,35-27,27-10,10-11
34 11 1 34-32,32-33,33-27,27-17,17-11
34 11 2 34-35,35-27,27-17,17-11
15 31 0 15-29,29-1,1-31
15 31 1 15-7,7-30,30-31
15 31 2 15-28,28-1,1-31
11 23 0 11-16,16-23
11 23 1 11-13,13-23
11 23 2 11-10,10-25,25-23
35 18 0 35-27,27-18
35 18 1 35-26,26-27,27-10,10-25,25-18
35 18 2 35-34,34-32,32-33,33-27,27-2,2-21,21-20,20-18
0 16 0 0-1,1-22,22-23,23-16
0 16 1 0-2,2-28,28-13,13-16
0 16 2 0-1,1-22,22-17,17-16
24 13 0 24-13
24 13 1 24-25,25-13
24 13 2 24-23,23-13
14 0 0 14-10,10-27,27-2,2-0
14 0 1 14-16,16-17,17-22,22-1,1-0
14 0 2 14-10,10-13,13-22,22-1,1-0
12 16 0 12-11,11-16
12 16 1 12-10,10-14,14-16
12 16 2 12-10,10-17,17-16
1 29 0 1-29
1 29 1 1-28,28-15,15-29
1 29 2 1-2,2-28,28-15,15-29
25 8 0 25-8
25 8 1 25-28,28-8
25 8 2 25-9,9-8
15 5 0 15-5
15 5 1 15-4,4-5
15 5 2 15-28,28-8,8-4,4-5
13 21 0 13-25,25-8,8-21
13 21 1 13-27,27-2,2-21
13 21 2 13-16,16-17,17-7,7-21
28 19 0 28-2,2-19
28 19 1 28-25,25-18,18-20,20-19
28 19 2 28-1,1-2,2-19
2 26 0 2-27,27-26
2 26 1 2-3,3-27,27-35,35-26
2 26 2 2-3,3-27,27-26
26 15 0 26-27,27-17,17-7,7-15
26 15 1 26-35,35-27,27-2,2-28,28-15
26 15 2 26-27,27-2,2-28,28-15
28 12 0 28-17,17-10,10-12
28 12 1 28-13,13-11,11-12
28 12 2 28-13,13-10,10-12
29 18 0 29-1,1-2,2-27,27-18
29 18 1 29-15,15-28,28-25,25-18
29 18 2 29-1,1-8,8-25,25-18
27 14 0 27-10,10-14
27 14 1 27-17,17-16,16-14
27 14 2 27-13,13-16,16-14
15 35 0 15-28,28-13,13-27,27-35
15 35 1 15-7,7-17,17-27,27-26,26-35
15 35 2 15-29,29-1,1-22,22-33,33-32,32-34,34-35
30 9 0 30-7,7-15,15-28,28-9
30 9 1 30-31,31-1,1-8,8-9
30 9 2 30-7,7-21,21-8,8-9
28 9 0 28-9
28 9 1 28-8,8-9
28 9 2 28-25,25-9
31 12 0 31-1,1-2,2-27,27-10,10-12
31 12 1 31-30,30-7,7-17,17-11,11-12
31 12 2 31-1,1-22,22-13,13-10,10-12
5 25 0 5-4,4-8,8-25
5 25 1 5-15,15-28,28-25
5 25 2 5-4,4-15,15-28,28-25
29 12 0 29-1,1-2,2-27,27-10,10-12
29 12 1 29-15,15-28,28-13,13-11,11-12
29 12 2 29-1,1-22,22-13,13-10,10-12
16 15 0 16-17,17-7,7-15
16 15 1 16-13,13-28,28-15
16 15 2 16-23,23-22,22-1,1-29,29-15
6 22 0 6-1,1-22
6 22 1 6-7,7-17,17-22
6 22 2 6-1,1-28,28-13,13-22
30 19 0 30-7,7-21,21-20,20-19
30 19 1 30-31,31-1,1-2,2-19
30 19 2 30-7,7-21,21-2,2-19
4 34 0 4-8,8-1,1-22,22-33,33-32,32-34
4 34 1 4-15,15-28,28-13,13-27,27-35,35-34
4 34 2 4-8,8-1,1-2,2-27,27-35,35-34
19 10 0 19-2,2-27,27-10
19 10 1 19-20,20-18,18-25,25-10
19 10 2 19-2,2-3,3-27,27-10
17 14 0 17-16,16-14
17 14 1 17-10,10-14
17 14 2 17-11,11-16,16-14
7 23 0 7-17,17-16,16-23
7 23 1 7-6,6-1,1-22,22-23
7 23 2 7-15,15-28,28-13,13-23
22 21 0 22-17,17-7,7-21
22 21 1 22-27,27-2,2-21
22 21 2 22-1,1-8,8-21
5 35 0 5-15,15-28,28-13,13-27,27-35
5 35 1 5-4,4-8,8-21,21-2,2-27,27-26,26-35
5 35 2 5-15,15-28,28-2,2-27,27-35
20 13 0 20-18,18-25,25-13
20 13 1 20-19,19-2,2-27,27-13
20 13 2 20-21,21-2,2-28,28-13
9 32 0 9-25,25-23,23-22,22-33,33-32
9 32 1 9-28,28-17,17-27,27-35,35-34,34-32
9 32 2 9-28,28-2,2-27,27-33,33-32
33 35 0 33-27,27-35
33 35 1 33-32,32-34,34-35
33 35 2 33-22,22-27,27-26,26-35
23 16 0 23-16
23 16 1 23-13,13-16
23 16 2 23-22,22-17,17-16
21 0 0 21-2,2-0
21 0 1 21-8,8-1,1-0
21 0 2 21-2,2-1,1-0
8 11 0 8-25,25-10,10-11
8 11 1 8-28,28-13,13-11
8 11 2 8-9,9-28,28-17,17-11
32 24 0 32-33,33-22,22-23,23-24
32 24 1 32-34,34-35,35-27,27-13,13-24
32 24 2 32-33,33-27,27-13,13-24
22 15 0 22-17,17-7,7-15
22 15 1 22-13,13-28,28-15
22 15 2 22-1,1-29,29-15
31 29 0 31-1,1-29
31 29 1 31-30,30-7,7-15,15-29
31 29 2 31-1,1-28,28-15,15-29
9 10 0 9-25,25-10
9 10 1 9-28,28-17,17-10
9 10 2 9-8,8-28,28-13,13-10
33 5 0 33-27,27-2,2-28,28-15,15-5
33 5 1 33-22,22-1,1-8,8-4,4-5
33 5 2 33-22,22-13,13-28,28-15,15-5
23 14 0 23-16,16-14
23 14 1 23-25,25-10,10-14
23 14 2 23-13,13-16,16-14
10 1 0 10-17,17-22,22-1
10 1 1 10-27,27-2,2-1
10 1 2 10-25,25-8,8-1
34 2 0 34-35,35-27,27-2
34 2 1 34-32,32-33,33-22,22-1,1-2
34 2 2 34-32,32-33,33-27,27-2
8 17 0 8-28,28-17
8 17 1 8-25,25-10,10-17
8 17 2 8-21,21-7,7-17
11 12 0 11-12
11 12 1 11-10,10-12
11 12 2 11-13,13-10,10-12
35 27 0 35-27
35 27 1 35-26,26-27
35 27 2 35-34,34-32,32-33,33-27
0 23 0 0-1,1-22,22-23
0 23 1 0-2,2-28,28-13,13-23
0 23 2 0-2,2-28,28-25,25-23
24 20 0 24-25,25-18,18-20
24 20 1 24-13,13-27,27-2,2-19,19-20
24 20 2 24-23,23-25,25-8,8-21,21-20
14 11 0 14-16,16-11
14 11 1 14-10,10-11
14 11 2 14-16,16-17,17-11
12 15 0 12-10,10-17,17-7,7-15
12 15 1 12-11,11-13,13-28,28-15
12 15 2 12-10,10-13,13-28,28-15
1 22 0 1-22
1 22 1 1-2,2-27,27-22
1 22 2 1-28,28-17,17-22
25 17 0 25-10,10-17
25 17 1 25-28,28-17
25 17 2 25-13,13-11,11-17
15 2 0 15-28,28-2
15 2 1 15-29,29-1,1-2
15 2 2 15-7,7-21,21-2
13 14 0 13-16,16-14
13 14 1 13-10,10-14
13 14 2 13-11,11-16,16-14
2 21 0 2-21
2 21 1 2-19,19-20,20-21
2 21 2 2-28,28-8,8-21
26 22 0 26-27,27-22
26 22 1 26-35,35-27,27-17,17-22
26 22 2 26-35,35-27,27-22
0 13 0 0-1,1-22,22-13
0 13 1 0-2,2-28,28-13
0 13 2 0-2,2-27,27-13
3 8 0 3-2,2-28,28-8
3 8 1 3-27,27-18,18-25,25-8
3 8 2 3-2,2-1,1-8
27 7 0 27-17,17-7
27 7 1 27-2,2-21,21-7
27 7 2 27-22,22-1,1-6,6-7
1 8 0 1-8
1 8 1 1-28,28-8
1 8 2 1-2,2-21,21-8
4 3 0 4-8,8-28,28-2,2-3
4 3 1 4-15,15-28,28-13,13-27,27-3
4 3 2 4-8,8-1,1-2,2-3
28 0 0 28-1,1-0
28 0 1 28-2,2-0
28 0 2 28-1,1-2,2-0
2 15 0 2-28,28-15
2 15 1 2-1,1-29,29-15
2 15 2 2-21,21-7,7-15
0 35 0 0-2,2-27,27-35
0 35 1 0-1,1-22,22-27,27-26,26-35
0 35 2 0-1,1-2,2-27,27-35
24 32 0 24-23,23-22,22-33,33-32
24 32 1 24-13,13-27,27-35,35-34,34-32
24 32 2 24-13,13-22,22-33,33-32
5 2 0 5-15,15-28,28-2
5 2 1 5-4,4-8,8-21,21-2
5 2 2 5-4,4-8,8-1,1-2
29 5 0 29-15,15-5
29 5 1 29-1,1-8,8-4,4-5
29 5 2 29-15,15-4,4-5
1 34 0 1-2,2-27,27-35,35-34
1 34 1 1-22,22-33,33-32,32-34
1 34 2 1-22,22-27,27-35,35-34
16 6 0 16-17,17-7,7-6
16 6 1 16-13,13-22,22-1,1-6
16 6 2 16-11,11-17,17-7,7-6
6 9 0 6-1,1-8,8-9
6 9 1 6-7,7-15,15-28,28-9
6 9 2 6-1,1-28,28-9
17 11 0 17-11
17 11 1 17-16,16-11
17 11 2 17-10,10-11
17 7 0 17-7
17 7 1 17-28,28-15,15-7
17 7 2 17-22,22-1,1-6,6-7
7 12 0 7-17,17-10,10-12
7 12 1 7-15,15-28,28-13,13-11,11-12
7 12 2 7-17,17-11,11-12
31 19 0 31-1,1-2,2-19
31 19 1 31-30,30-7,7-21,21-20,20-19
31 19 2 31-1,1-0,0-2,2-19
18 4 0 18-25,25-8,8-4
18 4 1 18-27,27-2,2-28,28-15,15-4
18 4 2 18-20,20-21,21-7,7-15,15-5,5-4
16 28 0 16-17,17-28
16 28 1 16-13,13-28
16 28 2 16-23,23-25,25-28
6 35 0 6-1,1-2,2-27,27-35
6 35 1 6-7,7-17,17-27,27-26,26-35
6 35 2 6-7,7-17,17-27,27-35
21 9 0 21-8,8-9
21 9 1 21-2,2-28,28-9
21 9 2 21-20,20-18,18-25,25-9
34 35 0 34-35
34 35 1 34-32,32-33,33-27,27-35
34 35 2 34-32,32-33,33-22,22-27,27-35
17 25 0 17-10,10-25
17 25 1 17-28,28-25
17 25 2 17-22,22-13,13-25
32 31 0 32-33,33-22,22-1,1-31
32 31 1 32-34,34-35,35-27,27-17,17-7,7-30,30-31
32 31 2 32-33,33-27,27-2,2-1,1-31
22 6 0 22-1,1-6
22 6 1 22-17,17-7,7-6
22 6 2 22-13,13-28,28-1,1-6
32 33 0 32-33
32 33 1 32-34,34-35,35-27,27-33
32 33 2 32-34,34-35,35-26,26-27,27-33
18 30 0 18-20,20-21,21-7,7-30
18 30 1 18-25,25-8,8-1,1-31,31-30
18 30 2 18-27,27-17,17-7,7-30
33 30 0 33-27,27-17,17-7,7-30
33 30 1 33-22,22-1,1-31,31-30
33 30 2 33-22,22-17,17-7,7-30
23 7 0 23-16,16-17,17-7
23 7 1 23-25,25-28,28-15,15-7
23 7 2 23-22,22-1,1-6,6-7
10 8 0 10-25,25-8
10 8 1 10-17,17-28,28-8
10 8 2 10-13,13-22,22-1,1-8
34 29 0 34-32,32-33,33-22,22-1,1-29
34 29 1 34-35,35-27,27-2,2-28,28-15,15-29
34 29 2 34-35,35-27,27-2,2-1,1-29
8 24 0 8-25,25-24
8 24 1 8-28,28-13,13-24
8 24 2 8-9,9-25,25-23,23-24
11 5 0 11-13,13-28,28-15,15-5
11 5 1 11-10,10-25,25-8,8-4,4-5
11 5 2 11-17,17-7,7-15,15-5
35 0 0 35-27,27-2,2-0
35 0 1 35-26,26-27,27-22,22-1,1-0
35 0 2 35-26,26-27,27-2,2-0
9 21 0 9-8,8-21
9 21 1 9-28,28-2,2-21
9 21 2 9-25,25-18,18-20,20-21
24 27 0 24-13,13-27
24 27 1 24-25,25-18,18-27
24 27 2 24-23,23-22,22-27
14 18 0 14-10,10-27,27-18
14 18 1 14-16,16-13,13-25,25-18
14 18 2 14-10,10-25,25-18
12 6 0 12-11,11-17,17-7,7-6
12 6 1 12-10,10-25,25-8,8-1,1-6
12 6 2 12-10,10-17,17-7,7-6
10 18 0 10-25,25-18
10 18 1 10-27,27-18
10 18 2 10-17,17-7,7-21,21-20,20-18
25 26 0 25-10,10-27,27-26
25 26 1 25-18,18-27,27-35,35-26
25 26 2 25-13,13-27,27-26
15 11 0 15-28,28-13,13-11
15 11 1 15-7,7-17,17-11
15 11 2 15-4,4-8,8-25,25-10,10-11
13 7 0 13-16,16-17,17-7
13 7 1 13-28,28-15,15-7
13 7 2 13-22,22-1,1-6,6-7
11 27 0 11-17,17-27
11 27 1 11-10,10-27
11 27 2 11-13,13-27
26 17 0 26-27,27-17
26 17 1 26-35,35-27,27-22,22-17
26 17 2 26-35,35-27,27-17
0 4 0 0-1,1-8,8-4
0 4 1 0-2,2-28,28-15,15-4
0 4 2 0-2,2-1,1-8,8-4
24 1 0 24-25,25-8,8-1
24 1 1 24-13,13-28,28-1
24 1 2 24-23,23-22,22-1
12 28 0 12-10,10-25,25-28
12 28 1 12-11,11-13,13-28
12 28 2 12-10,10-13,13-28
27 28 0 27-17,17-28
27 28 1 27-2,2-28
27 28 2 27-13,13-28
4 10 0 4-8,8-25,25-10
4 10 1 4-15,15-28,28-13,13-10
4 10 2 4-5,5-15,15-7,7-17,17-10
28 31 0 28-1,1-31
28 31 1 28-15,15-7,7-30,30-31
28 31 2 28-2,2-1,1-31
2 6 0 2-1,1-6
2 6 1 2-21,21-7,7-6
2 6 2 2-0,0-1,1-6
5 11 0 5-15,15-28,28-13,13-11
5 11 1 5-4,4-15,15-7,7-17,17-11
5 11 2 5-15,15-7,7-17,17-11
29 30 0 29-1,1-31,31-30
29 30 1 29-15,15-7,7-30
29 30 2 29-1,1-6,6-7,7-30
3 23 0 3-27,27-13,13-23
3 23 1 3-2,2-1,1-22,22-23
3 23 2 3-27,27-22,22-23
6 0 0 6-1,1-0
6 0 1 6-7,7-21,21-2,2-0
6 0 2 6-1,1-2,2-0
30 29 0 30-7,7-15,15-29
30 29 1 30-31,31-1,1-29
30 29 2 30-7,7-6,6-1,1-29
4 16 0 4-8,8-25,25-23,23-16
4 16 1 4-15,15-28,28-13,13-16
4 16 2 4-5,5-15,15-7,7-17,17-16
19 24 0 19-2,2-28,28-13,13-24
19 24 1 19-20,20-18,18-25,25-24
19 24 2 19-2,2-28,28-25,25-24
2 32 0 2-27,27-33,33-32
2 32 1 2-3,3-27,27-35,35-34,34-32
2 32 2 2-3,3-27,27-33,33-32
7 5 0 7-15,15-5
7 5 1 7-21,21-8,8-4,4-5
7 5 2 7-15,15-4,4-5
31 24 0 31-1,1-22,22-23,23-24
31 24 1 31-30,30-7,7-15,15-28,28-13,13-24
31 24 2 31-1,1-8,8-25,25-24
5 21 0 5-4,4-8,8-21
5 21 1 5-15,15-7,7-21
5 21 2 5-4,4-15,15-7,7-21
20 19 0 20-19
20 19 1 20-21,21-2,2-19
20 19 2 20-18,18-27,27-2,2-19
33 29 0 33-22,22-1,1-29
33 29 1 33-27,27-2,2-28,28-15,15-29
33 29 2 33-27,27-2,2-1,1-29
16 19 0 16-17,17-28,28-2,2-19
16 19 1 16-13,13-25,25-18,18-20,20-19
16 19 2 16-17,17-27,27-2,2-19
6 26 0 6-1,1-2,2-27,27-26
6 26 1 6-7,7-17,17-27,27-35,35-26
6 26 2 6-7,7-17,17-27,27-26
21 18 0 21-20,20-18
21 18 1 21-8,8-25,25-18
21 18 2 21-2,2-27,27-18
17 18 0 17-27,27-18
17 18 1 17-28,28-25,25-18
17 18 2 17-7,7-21,21-20,20-18
7 35 0 7-17,17-27,27-35
7 35 1 7-21,21-2,2-27,27-26,26-35
7 35 2 7-6,6-1,1-22,22-33,33-32,32-34,34-35
22 25 0 22-13,13-25
22 25 1 22-23,23-25
22 25 2 22-27,27-18,18-25
30 21 0 30-7,7-21
30 21 1 30-31,31-1,1-8,8-21
30 21 2 30-31,31-1,1-2,2-21
18 25 0 18-25
18 25 1 18-27,27-10,10-25
18 25 2 18-20,20-21,21-8,8-25
33 23 0 33-22,22-23
33 23 1 33-27,27-13,13-23
33 23 2 33-32,32-34,34-35,35-27,27-18,18-25,25-23
23 28 0 23-13,13-28
23 28 1 23-25,25-28
23 28 2 23-22,22-1,1-28
34 20 0 34-35,35-27,27-18,18-20
34 20 1 34-32,32-33,33-27,27-2,2-21,21-20
34 20 2 34-32,32-33,33-27,27-18,18-20
8 31 0 8-1,1-31
8 31 1 8-21,21-7,7-30,30-31
8 31 2 8-28,28-1,1-31
32 12 0 32-33,33-27,27-10,10-12
32 12 1 32-34,34-35,35-27,27-17,17-11,11-12
32 12 2 32-34,34-35,35-27,27-10,10-12
35 9 0 35-27,27-2,2-28,28-9
35 9 1 35-26,26-27,27-18,18-25,25-9
35 9 2 35-34,34-32,32-33,33-22,22-1,1-8,8-9
9 30 0 9-8,8-1,1-31,31-30
9 30 1 9-28,28-15,15-7,7-30
9 30 2 9-28,28-17,17-7,7-30
33 9 0 33-22,22-1,1-8,8-9
33 9 1 33-27,27-18,18-25,25-9
33 9 2 33-32,32-34,34-35,35-27,27-2,2-28,28-9
