s t k edges
59 66 2 59-100,100-10,10-13,13-12,12-101,101-67,67-99,99-66
25 86 0 25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-69,69-68,68-86
25 86 1 25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-62,62-86
25 86 2 25-94,94-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-62,62-86
82 97 0 82-79,79-24,24-23,23-19,19-22,22-96,96-97
82 97 1 82-109,109-108,108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-95,95-97
82 97 2 82-109,109-110,110-87,87-57,57-60,60-78,78-22,22-96,96-97
45 107 0 45-98,98-54,54-113,113-66,66-99,99-67,67-65,65-106,106-107
45 107 1 45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-100,100-59,59-58,58-6,6-0,0-21,21-24,24-79,79-82,82-109,109-108,108-107
45 107 2 45-98,98-47,47-46,46-69,69-99,99-67,67-65,65-106,106-107
102 100 0 102-100
102 100 1 102-103,103-11,11-100
102 100 2 102-101,101-12,12-13,13-10,10-100
49 104 0 49-56,56-89,89-55,55-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104
49 104 1 49-50,50-51,51-88,88-52,52-83,83-5,5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104
49 104 2 49-56,56-89,89-55,55-53,53-113,113-54,54-98,98-47,47-46,46-69,69-99,99-67,67-65,65-106,106-104
31 40 0 31-38,38-37,37-40
31 40 1 31-20,20-32,32-16,16-58,58-105,105-40
31 40 2 31-20,20-32,32-16,16-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40
35 45 0 35-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45
35 45 1 35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44,44-45
35 45 2 35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-69,69-46,46-47,47-98,98-45
92 10 0 92-95,95-97,97-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-59,59-100,100-10
92 10 1 92-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-12,12-13,13-10
92 10 2 92-25,25-94,94-91,91-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-59,59-100,100-10
21 2 0 21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93,93-4,4-3,3-2
21 2 1 21-0,0-6,6-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2
21 2 2 21-24,24-23,23-19,19-22,22-96,96-91,91-94,94-90,90-2
7 51 0 7-52,52-88,88-51
7 51 1 7-8,8-14,14-9,9-15,15-53,53-55,55-89,89-56,56-49,49-50,50-51
7 51 2 7-8,8-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51
11 52 0 11-103,103-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52
11 52 1 11-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-5,5-83,83-52
11 52 2 11-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52
68 35 0 68-69,69-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35
68 35 1 68-86,86-62,62-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35
68 35 2 68-69,69-46,46-47,47-98,98-54,54-113,113-53,53-15,15-9,9-14,14-35
72 38 0 72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-100,100-59,59-58,58-16,16-32,32-20,20-31,31-38
72 38 1 72-17,17-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-37,37-38
72 38 2 72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-37,37-38
54 74 0 54-113,113-66,66-99,99-67,67-61,61-77,77-76,76-85,85-74
54 74 1 54-98,98-45,45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74
54 74 2 54-98,98-45,45-44,44-71,71-70,70-73,73-17,17-72,72-75,75-74
81 80 0 81-80
81 80 1 81-87,87-110,110-111,111-80
81 80 2 81-87,87-110,110-109,109-108,108-107,107-106,106-104,104-80
44 52 0 44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52
44 52 1 44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52
44 52 2 44-45,45-98,98-54,54-113,113-53,53-55,55-89,89-56,56-49,49-50,50-51,51-88,88-52
7 64 0 7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102,102-103,103-1,1-64
7 64 1 7-52,52-83,83-5,5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-63,63-64
7 64 2 7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-63,63-64
48 63 0 48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-63
48 63 1 48-41,41-84,84-112,112-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-101,101-102,102-103,103-1,1-64,64-63
48 63 2 48-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-63
105 34 0 105-40,40-39,39-34
105 34 1 105-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34
105 34 2 105-58,58-16,16-32,32-20,20-31,31-38,38-37,37-40,40-39,39-34
24 56 0 24-23,23-19,19-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49,49-56
24 56 1 24-79,79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-53,53-55,55-89,89-56
24 56 2 24-21,21-0,0-6,6-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-55,55-89,89-56
81 57 0 81-87,87-57
81 57 1 81-80,80-111,111-110,110-109,109-82,82-79,79-24,24-23,23-19,19-22,22-78,78-60,60-57
81 57 2 81-80,80-111,111-110,110-87,87-57
101 54 0 101-67,67-99,99-66,66-113,113-54
101 54 1 101-102,102-103,103-1,1-64,64-63,63-106,106-65,65-67,67-61,61-62,62-86,86-68,68-69,69-46,46-47,47-98,98-54
101 54 2 101-67,67-99,99-69,69-46,46-47,47-98,98-54
87 103 0 87-81,81-80,80-104,104-106,106-63,63-64,64-1,1-103
87 103 1 87-110,110-109,109-108,108-107,107-106,106-65,65-67,67-101,101-102,102-103
87 103 2 87-57,57-60,60-78,78-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-59,59-100,100-11,11-103
34 81 0 34-39,39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-79,79-82,82-109,109-110,110-87,87-81
34 81 1 34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81
34 81 2 34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106,106-104,104-80,80-81
0 33 0 0-6,6-58,58-105,105-40,40-39,39-34,34-33
0 33 1 0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-35,35-36,36-33
0 33 2 0-6,6-58,58-16,16-32,32-20,20-31,31-38,38-37,37-40,40-39,39-34,34-33
20 44 0 20-31,31-38,38-37,37-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44
20 44 1 20-32,32-16,16-58,58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44
20 44 2 20-32,32-16,16-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-54,54-98,98-45,45-44
77 13 0 77-61,61-67,67-101,101-12,12-13
77 13 1 77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-65,65-106,106-63,63-64,64-1,1-103,103-102,102-100,100-10,10-13
77 13 2 77-61,61-67,67-101,101-102,102-100,100-10,10-13
6 11 0 6-58,58-59,59-100,100-11
6 11 1 6-0,0-21,21-24,24-79,79-82,82-109,109-108,108-107,107-106,106-63,63-64,64-1,1-103,103-11
6 11 2 6-58,58-59,59-100,100-102,102-103,103-11
67 11 0 67-101,101-102,102-100,100-11
67 11 1 67-65,65-106,106-63,63-64,64-1,1-103,103-11
67 11 2 67-101,101-102,102-103,103-11
53 36 0 53-15,15-9,9-14,14-35,35-36
53 36 1 53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36
53 36 2 53-55,55-89,89-56,56-49,49-50,50-51,51-88,88-52,52-7,7-8,8-14,14-35,35-36
57 33 0 57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-35,35-36,36-33
57 33 1 57-87,87-110,110-109,109-82,82-79,79-24,24-21,21-0,0-6,6-58,58-105,105-40,40-39,39-34,34-33
57 33 2 57-60,60-78,78-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-105,105-40,40-39,39-34,34-33
39 81 0 39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-79,79-82,82-109,109-110,110-87,87-81
39 81 1 39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81
39 81 2 39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106,106-104,104-80,80-81
43 18 0 43-42,42-84,84-41,41-48,48-18
43 18 1 43-44,44-71,71-70,70-73,73-18
43 18 2 43-44,44-112,112-84,84-41,41-48,48-18
100 65 0 100-102,102-101,101-67,67-65
100 65 1 100-11,11-103,103-1,1-64,64-63,63-106,106-65
100 65 2 100-10,10-13,13-12,12-101,101-67,67-65
63 95 0 63-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-97,97-95
63 95 1 63-64,64-1,1-103,103-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-95
63 95 2 63-106,106-107,107-108,108-109,109-82,82-79,79-24,24-23,23-19,19-22,22-96,96-97,97-95
29 91 0 29-25,25-95,95-97,97-96,96-91
29 91 1 29-30,30-93,93-4,4-3,3-2,2-90,90-94,94-91
29 91 2 29-25,25-94,94-91
33 24 0 33-34,34-39,39-40,40-105,105-58,58-6,6-0,0-21,21-24
33 24 1 33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96,96-22,22-19,19-23,23-24
33 24 2 33-34,34-39,39-40,40-37,37-38,38-31,31-20,20-32,32-16,16-58,58-6,6-0,0-21,21-24
90 91 0 90-94,94-91
90 91 1 90-2,2-3,3-4,4-93,93-30,30-29,29-25,25-95,95-97,97-96,96-91
90 91 2 90-94,94-25,25-95,95-97,97-96,96-91
53 85 0 53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85
53 85 1 53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85
53 85 2 53-113,113-66,66-99,99-67,67-61,61-77,77-76,76-85
110 30 0 110-87,87-57,57-60,60-78,78-22,22-96,96-97,97-95,95-25,25-29,29-30
110 30 1 110-109,109-108,108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4,4-93,93-30
110 30 2 110-87,87-57,57-60,60-78,78-22,22-96,96-91,91-94,94-25,25-29,29-30
39 38 0 39-40,40-37,37-38
39 38 1 39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-16,16-32,32-20,20-31,31-38
39 38 2 39-40,40-105,105-58,58-16,16-32,32-20,20-31,31-38
80 29 0 80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-97,97-95,95-25,25-29
80 29 1 80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4,4-93,93-30,30-29
80 29 2 80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-94,94-25,25-29
108 31 0 108-109,109-82,82-79,79-24,24-21,21-0,0-6,6-58,58-16,16-32,32-20,20-31
108 31 1 108-107,107-106,106-65,65-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-37,37-38,38-31
108 31 2 108-107,107-106,106-65,65-67,67-101,101-102,102-100,100-59,59-58,58-16,16-32,32-20,20-31
9 23 0 9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96,96-22,22-19,19-23
9 23 1 9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-107,107-108,108-109,109-82,82-79,79-24,24-23
9 23 2 9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-23
86 7 0 86-68,68-69,69-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7
86 7 1 86-62,62-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-7
86 7 2 86-62,62-61,61-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7
15 9 0 15-9
15 9 1 15-53,53-55,55-89,89-56,56-49,49-50,50-51,51-88,88-52,52-7,7-8,8-14,14-9
15 9 2 15-53,53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9
56 86 0 56-89,89-55,55-53,53-113,113-66,66-99,99-69,69-68,68-86
56 86 1 56-49,49-50,50-51,51-88,88-52,52-83,83-5,5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-62,62-86
56 86 2 56-89,89-55,55-53,53-113,113-66,66-99,99-67,67-61,61-62,62-86
19 74 0 19-23,23-24,24-79,79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74
19 74 1 19-22,22-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74
19 74 2 19-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74
113 91 0 113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91
113 91 1 113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91
113 91 2 113-53,53-55,55-89,89-56,56-49,49-50,50-51,51-88,88-52,52-83,83-5,5-91
76 41 0 76-85,85-74,74-75,75-72,72-18,18-48,48-41
76 41 1 76-77,77-61,61-67,67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-112,112-84,84-41
76 41 2 76-85,85-74,74-75,75-72,72-17,17-48,48-41
42 105 0 42-43,43-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105
42 105 1 42-84,84-41,41-48,48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105
42 105 2 42-43,43-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105
5 99 0 5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99
5 99 1 5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99
5 99 2 5-83,83-52,52-88,88-51,51-50,50-49,49-56,56-89,89-55,55-53,53-113,113-66,66-99
62 108 0 62-61,61-67,67-65,65-106,106-107,107-108
62 108 1 62-86,86-68,68-69,69-99,99-67,67-101,101-102,102-100,100-59,59-58,58-6,6-0,0-21,21-24,24-79,79-82,82-109,109-108
62 108 2 62-86,86-68,68-69,69-99,99-67,67-65,65-106,106-107,107-108
9 96 0 9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96
9 96 1 9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96
9 96 2 9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-95,95-97,97-96
52 2 0 52-83,83-5,5-91,91-94,94-90,90-2
52 2 1 52-7,7-8,8-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93,93-4,4-3,3-2
52 2 2 52-83,83-5,5-91,91-96,96-97,97-95,95-25,25-94,94-90,90-2
109 47 0 109-108,108-107,107-106,106-65,65-67,67-99,99-69,69-46,46-47
109 47 1 109-82,82-79,79-24,24-23,23-19,19-22,22-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-47
109 47 2 109-110,110-111,111-80,80-104,104-106,106-65,65-67,67-99,99-69,69-46,46-47
113 52 0 113-53,53-55,55-89,89-56,56-49,49-50,50-51,51-88,88-52
113 52 1 113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52
113 52 2 113-54,54-98,98-47,47-46,46-69,69-68,68-86,86-62,62-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52
28 59 0 28-25,25-95,95-97,97-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-59
28 59 1 28-27,27-26,26-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59
28 59 2 28-25,25-94,94-91,91-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-59
85 70 0 85-74,74-75,75-72,72-17,17-73,73-70
85 70 1 85-76,76-77,77-61,61-67,67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-71,71-70
85 70 2 85-74,74-75,75-72,72-18,18-73,73-70
32 62 0 32-16,16-58,58-59,59-100,100-102,102-101,101-67,67-61,61-62
32 62 1 32-20,20-31,31-38,38-37,37-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-69,69-68,68-86,86-62
32 62 2 32-16,16-58,58-59,59-100,100-10,10-13,13-12,12-101,101-67,67-61,61-62
14 66 0 14-9,9-15,15-53,53-113,113-66
14 66 1 14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66
14 66 2 14-9,9-15,15-53,53-113,113-54,54-98,98-47,47-46,46-69,69-99,99-66
18 1 0 18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-103,103-1
18 1 1 18-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-65,65-106,106-63,63-64,64-1
18 1 2 18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-63,63-64,64-1
75 112 0 75-72,72-18,18-48,48-41,41-84,84-112
75 112 1 75-74,74-85,85-76,76-77,77-61,61-67,67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-112
75 112 2 75-72,72-17,17-48,48-41,41-84,84-112
38 68 0 38-31,31-20,20-32,32-16,16-58,58-59,59-100,100-102,102-101,101-67,67-61,61-62,62-86,86-68
38 68 1 38-37,37-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-69,69-68
38 68 2 38-37,37-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-99,99-69,69-68
4 60 0 4-93,93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60
4 60 1 4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60
4 60 2 4-3,3-2,2-90,90-94,94-91,91-96,96-22,22-78,78-60
8 55 0 8-14,14-9,9-15,15-53,53-55
8 55 1 8-7,7-52,52-88,88-51,51-50,50-49,49-56,56-89,89-55
8 55 2 8-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-55
104 30 0 104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-97,97-95,95-25,25-29,29-30
104 30 1 104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4,4-93,93-30
104 30 2 104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-94,94-25,25-29,29-30
65 58 0 65-67,67-101,101-102,102-100,100-59,59-58
65 58 1 65-106,106-107,107-108,108-109,109-82,82-79,79-24,24-21,21-0,0-6,6-58
65 58 2 65-67,67-101,101-12,12-13,13-10,10-100,100-59,59-58
85 55 0 85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-53,53-55
85 55 1 85-76,76-77,77-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49,49-56,56-89,89-55
85 55 2 85-76,76-77,77-61,61-67,67-99,99-66,66-113,113-53,53-55
71 4 0 71-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4
71 4 1 71-70,70-73,73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93,93-4
71 4 2 71-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-29,29-30,30-93,93-4
41 49 0 41-84,84-112,112-44,44-45,45-98,98-54,54-113,113-53,53-55,55-89,89-56,56-49
41 49 1 41-48,48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49
41 49 2 41-84,84-42,42-43,43-44,44-45,45-98,98-54,54-113,113-53,53-55,55-89,89-56,56-49
61 46 0 61-62,62-86,86-68,68-69,69-46
61 46 1 61-67,67-99,99-66,66-113,113-54,54-98,98-47,47-46
61 46 2 61-67,67-99,99-69,69-46
27 98 0 27-26,26-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98
27 98 1 27-28,28-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-69,69-46,46-47,47-98
27 98 2 27-28,28-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98
47 111 0 47-46,46-69,69-99,99-67,67-65,65-106,106-104,104-80,80-111
47 111 1 47-98,98-54,54-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-110,110-111
47 111 2 47-98,98-54,54-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-111
51 104 0 51-50,50-49,49-56,56-89,89-55,55-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104
51 104 1 51-88,88-52,52-83,83-5,5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104
51 104 2 51-88,88-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104
17 72 0 17-72
17 72 1 17-48,48-18,18-72
17 72 2 17-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72
37 5 0 37-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5
37 5 1 37-38,38-31,31-20,20-32,32-16,16-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-5
37 5 2 37-40,40-105,105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-5
94 78 0 94-25,25-95,95-97,97-96,96-22,22-78
94 78 1 94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78
94 78 2 94-91,91-96,96-22,22-78
41 66 0 41-84,84-112,112-44,44-45,45-98,98-54,54-113,113-66
41 66 1 41-48,48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-99,99-66
41 66 2 41-84,84-42,42-43,43-44,44-45,45-98,98-54,54-113,113-66
97 14 0 97-95,95-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14
97 14 1 97-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14
97 14 2 97-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14
98 21 0 98-54,54-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-6,6-0,0-21
98 21 1 98-47,47-46,46-69,69-68,68-86,86-62,62-61,61-67,67-65,65-106,106-107,107-108,108-109,109-82,82-79,79-24,24-21
98 21 2 98-47,47-46,46-69,69-99,99-67,67-101,101-102,102-100,100-59,59-58,58-6,6-0,0-21
27 19 0 27-26,26-25,25-95,95-97,97-96,96-22,22-19
27 19 1 27-28,28-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-23,23-19
27 19 2 27-26,26-25,25-94,94-91,91-96,96-22,22-19
13 28 0 13-10,10-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-28
