s t k edges
31 5 1 31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4,4-5
31 5 2 31-11,11-10,10-12,12-6,6-7,7-4,4-5
5 18 0 5-6,6-12,12-18
5 18 1 5-4,4-7,7-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18
5 18 2 5-4,4-7,7-6,6-12,12-18
20 30 0 20-19,19-18,18-24,24-25,25-26,26-30
20 30 1 20-13,13-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30
20 30 2 20-19,19-18,18-12,12-10,10-11,11-31,31-30
16 22 0 16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22
16 22 1 16-15,15-14,14-21,21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22
16 22 2 16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-22
6 25 0 6-12,12-18,18-24,24-25
6 25 1 6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25
6 25 2 6-12,12-10,10-11,11-31,31-30,30-26,26-25
21 31 0 21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31
21 31 1 21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31
21 31 2 21-20,20-19,19-18,18-12,12-10,10-11,11-31
19 3 0 19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3
19 3 1 19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3
19 3 2 19-18,18-12,12-6,6-1,1-0,0-3
17 23 0 17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23
17 23 1 17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23
17 23 2 17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-22,22-23
7 28 0 7-6,6-12,12-18,18-24,24-25,25-26,26-27,27-28
7 28 1 7-4,4-5,5-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28
7 28 2 7-6,6-12,12-10,10-11,11-31,31-29,29-28
22 28 0 22-31,31-29,29-28
22 28 1 22-23,23-2,2-3,3-0,0-1,1-6,6-12,12-18,18-24,24-25,25-26,26-27,27-28
22 28 2 22-31,31-30,30-26,26-27,27-28
20 4 0 20-19,19-18,18-12,12-6,6-5,5-4
20 4 1 20-13,13-17,17-9,9-8,8-6,6-7,7-4
20 4 2 20-19,19-18,18-12,12-6,6-7,7-4
18 20 0 18-19,19-20
18 20 1 18-12,12-6,6-8,8-9,9-17,17-13,13-20
18 20 2 18-12,12-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20
23 25 0 23-22,22-31,31-30,30-26,26-25
23 25 1 23-2,2-3,3-0,0-1,1-6,6-12,12-18,18-24,24-25
23 25 2 23-22,22-31,31-29,29-28,28-27,27-26,26-25
8 2 0 8-6,6-1,1-0,0-3,3-2
8 2 1 8-9,9-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2
8 2 2 8-6,6-12,12-10,10-11,11-31,31-22,22-23,23-2
9 3 0 9-8,8-6,6-1,1-0,0-3
9 3 1 9-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3
9 3 2 9-17,17-13,13-20,20-19,19-18,18-12,12-6,6-1,1-0,0-3
14 24 0 14-21,21-20,20-19,19-18,18-24
14 24 1 14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30,30-26,26-25,25-24
14 24 2 14-15,15-16,16-17,17-13,13-20,20-19,19-18,18-24
10 24 0 10-12,12-18,18-24
10 24 1 10-11,11-31,31-30,30-26,26-25,25-24
10 24 2 10-11,11-31,31-29,29-28,28-27,27-26,26-25,25-24
15 29 0 15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29
15 29 1 15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29
15 29 2 15-14,14-21,21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-29
11 21 0 11-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-21
11 21 1 11-10,10-12,12-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21
11 21 2 11-10,10-12,12-18,18-19,19-20,20-21
0 30 0 0-3,3-2,2-23,23-22,22-31,31-30
0 30 1 0-1,1-6,6-12,12-18,18-24,24-25,25-26,26-30
0 30 2 0-1,1-6,6-12,12-10,10-11,11-31,31-30
24 11 0 24-18,18-12,12-10,10-11
24 11 1 24-25,25-26,26-30,30-31,31-11
24 11 2 24-25,25-26,26-27,27-28,28-29,29-31,31-11
14 2 0 14-15,15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2
14 2 1 14-21,21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2
14 2 2 14-21,21-20,20-19,19-18,18-12,12-6,6-1,1-0,0-3,3-2
12 22 0 12-10,10-11,11-31,31-22
12 22 1 12-6,6-1,1-0,0-3,3-2,2-23,23-22
12 22 2 12-18,18-24,24-25,25-26,26-30,30-31,31-22
27 22 0 27-28,28-29,29-31,31-22
27 22 1 27-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22
27 22 2 27-26,26-30,30-31,31-22
1 31 0 1-6,6-12,12-10,10-11,11-31
1 31 1 1-0,0-3,3-2,2-23,23-22,22-31
1 31 2 1-6,6-12,12-18,18-24,24-25,25-26,26-30,30-31
25 10 0 25-24,24-18,18-12,12-10
25 10 1 25-26,26-30,30-31,31-11,11-10
25 10 2 25-26,26-27,27-28,28-29,29-31,31-11,11-10
13 23 0 13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23
13 23 1 13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23
13 23 2 13-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-22,22-23
28 17 0 28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17
28 17 1 28-29,29-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17
28 17 2 28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-8,8-9,9-17
2 28 0 2-23,23-22,22-31,31-29,29-28
2 28 1 2-3,3-0,0-1,1-6,6-12,12-18,18-24,24-25,25-26,26-27,27-28
2 28 2 2-23,23-22,22-31,31-30,30-26,26-27,27-28
26 1 0 26-25,25-24,24-18,18-12,12-6,6-1
26 1 1 26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1
26 1 2 26-30,30-31,31-11,11-10,10-12,12-6,6-1
29 20 0 29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20
29 20 1 29-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-13,13-20
29 20 2 29-31,31-11,11-10,10-12,12-18,18-19,19-20
3 1 0 3-0,0-1
3 1 1 3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-1
3 1 2 3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-1
27 12 0 27-26,26-25,25-24,24-18,18-12
27 12 1 27-28,28-29,29-31,31-11,11-10,10-12
27 12 2 27-26,26-30,30-31,31-11,11-10,10-12
30 11 0 30-31,31-11
30 11 1 30-26,26-25,25-24,24-18,18-12,12-10,10-11
30 11 2 30-26,26-27,27-28,28-29,29-31,31-11
4 26 0 4-5,5-6,6-12,12-18,18-24,24-25,25-26
4 26 1 4-7,7-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26
4 26 2 4-7,7-6,6-12,12-18,18-24,24-25,25-26
28 15 0 28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-21,21-14,14-15
28 15 1 28-29,29-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-16,16-15
28 15 2 28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-16,16-15
31 2 0 31-22,22-23,23-2
31 2 1 31-11,11-10,10-12,12-6,6-1,1-0,0-3,3-2
31 2 2 31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2
5 27 0 5-6,6-12,12-18,18-24,24-25,25-26,26-27
5 27 1 5-4,4-7,7-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28,28-27
5 27 2 5-6,6-12,12-10,10-11,11-31,31-30,30-26,26-27
29 14 0 29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-21,21-14
29 14 1 29-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-16,16-15,15-14
29 14 2 29-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21,21-14
16 13 0 16-17,17-13
16 13 1 16-15,15-14,14-21,21-20,20-13
16 13 2 16-17,17-9,9-8,8-6,6-12,12-18,18-19,19-20,20-13
6 16 0 6-8,8-9,9-17,17-16
6 16 1 6-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16
6 16 2 6-12,12-18,18-19,19-20,20-13,13-17,17-16
21 24 0 21-20,20-19,19-18,18-24
21 24 1 21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30,30-26,26-25,25-24
21 24 2 21-14,14-15,15-16,16-17,17-13,13-20,20-19,19-18,18-24
19 8 0 19-18,18-12,12-6,6-8
19 8 1 19-20,20-13,13-17,17-9,9-8
19 8 2 19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8
17 8 0 17-9,9-8
17 8 1 17-13,13-20,20-19,19-18,18-12,12-6,6-8
17 8 2 17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-12,12-6,6-8
7 21 0 7-6,6-12,12-18,18-19,19-20,20-21
7 21 1 7-4,4-5,5-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21
7 21 2 7-6,6-8,8-9,9-17,17-13,13-20,20-21
22 23 0 22-23
22 23 1 22-31,31-11,11-10,10-12,12-6,6-1,1-0,0-3,3-2,2-23
22 23 2 22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23
20 3 0 20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3
20 3 1 20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3
20 3 2 20-19,19-18,18-12,12-6,6-1,1-0,0-3
18 15 0 18-19,19-20,20-21,21-14,14-15
18 15 1 18-12,12-6,6-8,8-9,9-17,17-16,16-15
18 15 2 18-19,19-20,20-13,13-17,17-16,16-15
23 22 0 23-22
23 22 1 23-2,2-3,3-0,0-1,1-6,6-12,12-10,10-11,11-31,31-22
23 22 2 23-2,2-3,3-0,0-1,1-6,6-12,12-18,18-24,24-25,25-26,26-30,30-31,31-22
21 2 0 21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2
21 2 1 21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2
21 2 2 21-20,20-19,19-18,18-12,12-6,6-1,1-0,0-3,3-2
8 9 0 8-9
8 9 1 8-6,6-12,12-18,18-19,19-20,20-13,13-17,17-9
8 9 2 8-6,6-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9
22 9 0 22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9
22 9 1 22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13,13-17,17-9
22 9 2 22-31,31-11,11-10,10-12,12-6,6-8,8-9
9 4 0 9-8,8-6,6-5,5-4
9 4 1 9-17,17-13,13-20,20-19,19-18,18-12,12-6,6-7,7-4
9 4 2 9-8,8-6,6-7,7-4
23 12 0 23-22,22-31,31-11,11-10,10-12
23 12 1 23-2,2-3,3-0,0-1,1-6,6-12
23 12 2 23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-12
10 3 0 10-12,12-6,6-1,1-0,0-3
10 3 1 10-11,11-31,31-22,22-23,23-2,2-3
10 3 2 10-12,12-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3
15 26 0 15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26
15 26 1 15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30,30-26
15 26 2 15-16,16-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26
11 10 0 11-10
11 10 1 11-31,31-30,30-26,26-25,25-24,24-18,18-12,12-10
11 10 2 11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-12,12-10
0 21 0 0-1,1-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21
0 21 1 0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21
0 21 2 0-1,1-6,6-12,12-18,18-19,19-20,20-21
24 18 0 24-18
24 18 1 24-25,25-26,26-30,30-31,31-11,11-10,10-12,12-18
24 18 2 24-25,25-26,26-27,27-28,28-29,29-31,31-11,11-10,10-12,12-18
14 5 0 14-21,21-20,20-19,19-18,18-12,12-6,6-5
14 5 1 14-15,15-16,16-17,17-9,9-8,8-6,6-7,7-4,4-5
14 5 2 14-15,15-16,16-17,17-9,9-8,8-6,6-5
12 13 0 12-18,18-19,19-20,20-13
12 13 1 12-6,6-8,8-9,9-17,17-13
12 13 2 12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-13
1 16 0 1-6,6-8,8-9,9-17,17-16
1 16 1 1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16
1 16 2 1-6,6-12,12-18,18-19,19-20,20-13,13-17,17-16
25 19 0 25-24,24-18,18-19
25 19 1 25-26,26-30,30-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-13,13-20,20-19
25 19 2 25-26,26-30,30-31,31-11,11-10,10-12,12-18,18-19
15 0 0 15-16,16-17,17-9,9-8,8-6,6-1,1-0
15 0 1 15-14,14-21,21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3,3-0
15 0 2 15-14,14-21,21-20,20-19,19-18,18-12,12-6,6-1,1-0
13 16 0 13-17,17-16
13 16 1 13-20,20-21,21-14,14-15,15-16
13 16 2 13-20,20-19,19-18,18-12,12-6,6-8,8-9,9-17,17-16
2 23 0 2-23
2 23 1 2-3,3-0,0-1,1-6,6-12,12-10,10-11,11-31,31-22,22-23
2 23 2 2-3,3-0,0-1,1-6,6-12,12-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23
26 8 0 26-30,30-31,31-11,11-10,10-12,12-6,6-8
26 8 1 26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8
26 8 2 26-25,25-24,24-18,18-12,12-6,6-8
0 11 0 0-1,1-6,6-12,12-10,10-11
0 11 1 0-3,3-2,2-23,23-22,22-31,31-11
0 11 2 0-1,1-6,6-12,12-18,18-24,24-25,25-26,26-30,30-31,31-11
3 6 0 3-0,0-1,1-6
3 6 1 3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-6
3 6 2 3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6
27 5 0 27-26,26-25,25-24,24-18,18-12,12-6,6-5
27 5 1 27-28,28-29,29-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4,4-5
27 5 2 27-28,28-29,29-31,31-11,11-10,10-12,12-6,6-5
1 10 0 1-6,6-12,12-10
1 10 1 1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10
1 10 2 1-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-12,12-10
4 1 0 4-5,5-6,6-1
4 1 1 4-7,7-6,6-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3,3-0,0-1
4 1 2 4-7,7-6,6-1
28 6 0 28-27,27-26,26-25,25-24,24-18,18-12,12-6
28 6 1 28-29,29-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6
28 6 2 28-29,29-31,31-11,11-10,10-12,12-6
31 11 0 31-11
31 11 1 31-30,30-26,26-25,25-24,24-18,18-12,12-10,10-11
31 11 2 31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-12,12-10,10-11
5 4 0 5-4
5 4 1 5-6,6-7,7-4
29 7 0 29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-7
29 7 1 29-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-5,5-4,4-7
29 7 2 29-31,31-11,11-10,10-12,12-6,6-7
16 4 0 16-17,17-9,9-8,8-6,6-5,5-4
16 4 1 16-15,15-14,14-21,21-20,20-19,19-18,18-12,12-6,6-7,7-4
16 4 2 16-17,17-9,9-8,8-6,6-7,7-4
6 11 0 6-12,12-10,10-11
6 11 1 6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-11
6 11 2 6-12,12-18,18-24,24-25,25-26,26-30,30-31,31-11
30 20 0 30-26,26-25,25-24,24-18,18-19,19-20
30 20 1 30-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-13,13-20
30 20 2 30-31,31-11,11-10,10-12,12-18,18-19,19-20
19 17 0 19-20,20-13,13-17
19 17 1 19-18,18-12,12-6,6-8,8-9,9-17
19 17 2 19-20,20-21,21-14,14-15,15-16,16-17
17 1 0 17-9,9-8,8-6,6-1
17 1 1 17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3,3-0,0-1
17 1 2 17-13,13-20,20-19,19-18,18-12,12-6,6-1
7 18 0 7-6,6-12,12-18
7 18 1 7-4,4-5,5-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18
7 18 2 7-4,4-5,5-6,6-12,12-18
31 17 0 31-11,11-10,10-12,12-6,6-8,8-9,9-17
31 17 1 31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17
31 17 2 31-11,11-10,10-12,12-18,18-19,19-20,20-13,13-17
20 10 0 20-13,13-17,17-9,9-8,8-6,6-12,12-10
20 10 1 20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-11,11-10
20 10 2 20-19,19-18,18-12,12-10
18 6 0 18-12,12-6
18 6 1 18-19,19-20,20-13,13-17,17-9,9-8,8-6
18 6 2 18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6
16 26 0 16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26
16 26 1 16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30,30-26
16 26 2 16-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26
21 11 0 21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-11
21 11 1 21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11
21 11 2 21-20,20-19,19-18,18-12,12-10,10-11
17 27 0 17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-27
17 27 1 17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27
17 27 2 17-9,9-8,8-6,6-12,12-18,18-24,24-25,25-26,26-27
22 0 0 22-23,23-2,2-3,3-0
22 0 1 22-31,31-11,11-10,10-12,12-6,6-1,1-0
22 0 2 22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0
9 13 0 9-17,17-13
9 13 1 9-8,8-6,6-12,12-18,18-19,19-20,20-13
9 13 2 9-17,17-16,16-15,15-14,14-21,21-20,20-13
23 5 0 23-2,2-3,3-0,0-1,1-6,6-5
23 5 1 23-22,22-31,31-11,11-10,10-12,12-6,6-7,7-4,4-5
23 5 2 23-22,22-31,31-11,11-10,10-12,12-6,6-5
8 22 0 8-6,6-1,1-0,0-3,3-2,2-23,23-22
8 22 1 8-9,9-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22
8 22 2 8-6,6-12,12-10,10-11,11-31,31-22
11 3 0 11-31,31-22,22-23,23-2,2-3
11 3 1 11-10,10-12,12-6,6-1,1-0,0-3
11 3 2 11-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3
9 23 0 9-8,8-6,6-1,1-0,0-3,3-2,2-23
9 23 1 9-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23
9 23 2 9-8,8-6,6-12,12-10,10-11,11-31,31-22,22-23
24 25 0 24-25
24 25 1 24-18,18-12,12-10,10-11,11-31,31-30,30-26,26-25
24 25 2 24-18,18-12,12-10,10-11,11-31,31-29,29-28,28-27,27-26,26-25
14 12 0 14-21,21-20,20-19,19-18,18-12
14 12 1 14-15,15-16,16-17,17-9,9-8,8-6,6-12
14 12 2 14-21,21-20,20-13,13-17,17-9,9-8,8-6,6-12
12 4 0 12-6,6-5,5-4
12 4 1 12-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-7,7-4
12 4 2 12-6,6-7,7-4
10 20 0 10-12,12-6,6-8,8-9,9-17,17-13,13-20
10 20 1 10-11,11-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20
10 20 2 10-12,12-18,18-19,19-20
25 20 0 25-24,24-18,18-19,19-20
25 20 1 25-26,26-30,30-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-13,13-20
25 20 2 25-26,26-30,30-31,31-11,11-10,10-12,12-18,18-19,19-20
15 9 0 15-16,16-17,17-9
15 9 1 15-14,14-21,21-20,20-19,19-18,18-12,12-6,6-8,8-9
15 9 2 15-14,14-21,21-20,20-13,13-17,17-9
13 9 0 13-17,17-9
13 9 1 13-20,20-19,19-18,18-12,12-6,6-8,8-9
13 9 2 13-20,20-21,21-14,14-15,15-16,16-17,17-9
11 25 0 11-31,31-30,30-26,26-25
11 25 1 11-10,10-12,12-18,18-24,24-25
11 25 2 11-31,31-29,29-28,28-27,27-26,26-25
26 19 0 26-25,25-24,24-18,18-19
26 19 1 26-30,30-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-13,13-20,20-19
26 19 2 26-30,30-31,31-11,11-10,10-12,12-18,18-19
0 2 0 0-3,3-2
0 2 1 0-1,1-6,6-12,12-10,10-11,11-31,31-22,22-23,23-2
0 2 2 0-1,1-6,6-12,12-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2
3 15 0 3-0,0-1,1-6,6-8,8-9,9-17,17-16,16-15
3 15 1 3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21,21-14,14-15
3 15 2 3-0,0-1,1-6,6-12,12-18,18-19,19-20,20-21,21-14,14-15
27 26 0 27-26
27 26 1 27-28,28-29,29-31,31-30,30-26
27 26 2 27-28,28-29,29-31,31-11,11-10,10-12,12-18,18-24,24-25,25-26
1 3 0 1-0,0-3
1 3 1 1-6,6-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3
1 3 2 1-6,6-12,12-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3
4 8 0 4-5,5-6,6-8
4 8 1 4-7,7-6,6-12,12-18,18-19,19-20,20-13,13-17,17-9,9-8
4 8 2 4-7,7-6,6-8
28 29 0 28-29
28 29 1 28-27,27-26,26-30,30-31,31-29
28 29 2 28-27,27-26,26-25,25-24,24-18,18-12,12-10,10-11,11-31,31-29
2 8 0 2-3,3-0,0-1,1-6,6-8
2 8 1 2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13,13-17,17-9,9-8
2 8 2 2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-8
5 13 0 5-6,6-8,8-9,9-17,17-13
5 13 1 5-4,4-7,7-6,6-12,12-18,18-19,19-20,20-13
5 13 2 5-6,6-12,12-18,18-19,19-20,20-13
29 0 0 29-31,31-22,22-23,23-2,2-3,3-0
29 0 1 29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0
29 0 2 29-31,31-11,11-10,10-12,12-6,6-1,1-0
3 21 0 3-0,0-1,1-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21
3 21 1 3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21
3 21 2 3-0,0-1,1-6,6-12,12-18,18-19,19-20,20-21
6 2 0 6-1,1-0,0-3,3-2
6 2 1 6-12,12-10,10-11,11-31,31-22,22-23,23-2
6 2 2 6-12,12-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2
30 31 0 30-31
30 31 1 30-26,26-27,27-28,28-29,29-31
30 31 2 30-26,26-25,25-24,24-18,18-12,12-10,10-11,11-31
4 22 0 4-5,5-6,6-12,12-10,10-11,11-31,31-22
4 22 1 4-7,7-6,6-1,1-0,0-3,3-2,2-23,23-22
4 22 2 4-7,7-6,6-12,12-10,10-11,11-31,31-22
19 22 0 19-18,18-12,12-10,10-11,11-31,31-22
19 22 1 19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22
19 22 2 19-18,18-24,24-25,25-26,26-30,30-31,31-22
7 11 0 7-6,6-12,12-10,10-11
7 11 1 7-4,4-5,5-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-11
7 11 2 7-4,4-5,5-6,6-12,12-10,10-11
31 30 0 31-30
31 30 1 31-29,29-28,28-27,27-26,26-30
31 30 2 31-11,11-10,10-12,12-18,18-24,24-25,25-26,26-30
5 23 0 5-6,6-1,1-0,0-3,3-2,2-23
5 23 1 5-4,4-7,7-6,6-12,12-10,10-11,11-31,31-22,22-23
5 23 2 5-6,6-12,12-10,10-11,11-31,31-22,22-23
20 17 0 20-13,13-17
20 17 1 20-21,21-14,14-15,15-16,16-17
20 17 2 20-19,19-18,18-12,12-6,6-8,8-9,9-17
18 1 0 18-12,12-6,6-1
18 1 1 18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1
18 1 2 18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1
16 17 0 16-17
16 17 1 16-15,15-14,14-21,21-20,20-13,13-17
16 17 2 16-15,15-14,14-21,21-20,20-19,19-18,18-12,12-6,6-8,8-9,9-17
21 20 0 21-20
21 20 1 21-14,14-15,15-16,16-17,17-13,13-20
21 20 2 21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-18,18-19,19-20
17 28 0 17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29,29-28
17 28 1 17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28
17 28 2 17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-29,29-28
22 27 0 22-31,31-29,29-28,28-27
22 27 1 22-23,23-2,2-3,3-0,0-1,1-6,6-12,12-18,18-24,24-25,25-26,26-27
22 27 2 22-31,31-30,30-26,26-27
18 27 0 18-24,24-25,25-26,26-27
18 27 1 18-12,12-10,10-11,11-31,31-29,29-28,28-27
18 27 2 18-12,12-10,10-11,11-31,31-30,30-26,26-27
23 2 0 23-2
23 2 1 23-22,22-31,31-11,11-10,10-12,12-6,6-1,1-0,0-3,3-2
23 2 2 23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2
8 29 0 8-6,6-12,12-10,10-11,11-31,31-29
8 29 1 8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29
8 29 2 8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29
9 24 0 9-17,17-13,13-20,20-19,19-18,18-24
9 24 1 9-8,8-6,6-12,12-10,10-11,11-31,31-30,30-26,26-25,25-24
9 24 2 9-8,8-6,6-12,12-18,18-24
14 23 0 14-21,21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23
14 23 1 14-15,15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23
14 23 2 14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23
12 3 0 12-6,6-1,1-0,0-3
12 3 1 12-10,10-11,11-31,31-22,22-23,23-2,2-3
12 3 2 12-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3
