s t k edges
9 14 2 9-15,15-14
23 10 0 23-20,20-16,16-10
23 10 1 23-8,8-24,24-15,15-10
23 10 2 23-20,20-5,5-15,15-10
10 13 0 10-15,15-24,24-13
10 13 1 10-16,16-20,20-12,12-13
10 13 2 10-16,16-15,15-24,24-13
8 21 0 8-20,20-21
8 21 1 8-24,24-12,12-22,22-21
8 21 2 8-5,5-20,20-21
11 0 0 11-24,24-20,20-0
11 0 1 11-12,12-5,5-0
11 0 2 11-24,24-5,5-0
9 16 0 9-16
9 16 1 9-14,14-16
9 16 2 9-15,15-16
14 15 0 14-15
14 15 1 14-16,16-15
14 15 2 14-9,9-15
12 11 0 12-11
12 11 1 12-24,24-11
12 11 2 12-5,5-24,24-11
10 23 0 10-16,16-20,20-23
10 23 1 10-15,15-5,5-8,8-23
10 23 2 10-15,15-24,24-8,8-23
25 21 0 25-24,24-20,20-21
25 21 1 25-12,12-22,22-21
25 21 2 25-12,12-20,20-21
15 14 0 15-14
15 14 1 15-16,16-14
15 14 2 15-9,9-14
13 10 0 13-24,24-15,15-10
13 10 1 13-12,12-20,20-16,16-10
13 10 2 13-24,24-20,20-16,16-10
2 17 0 2-20,20-16,16-17
2 17 1 2-5,5-15,15-17
2 17 2 2-20,20-5,5-15,15-17
26 18 0 26-24,24-5,5-18
26 18 1 26-12,12-20,20-18
26 18 2 26-24,24-20,20-18
0 1 0 0-20,20-1
0 1 1 0-5,5-1
0 1 2 0-20,20-5,5-1
3 12 0 3-20,20-12
3 12 1 3-5,5-12
3 12 2 3-5,5-20,20-12
1 12 0 1-20,20-12
1 12 1 1-5,5-12
1 12 2 1-5,5-20,20-12
4 15 0 4-5,5-15
4 15 1 4-20,20-16,16-15
4 15 2 4-20,20-5,5-15
2 11 0 2-20,20-24,24-11
2 11 1 2-5,5-12,12-11
2 11 2 2-20,20-12,12-11
5 14 0 5-15,15-14
5 14 1 5-20,20-16,16-14
5 14 2 5-24,24-15,15-9,9-14
3 18 0 3-20,20-18
3 18 1 3-5,5-18
3 18 2 3-20,20-5,5-18
6 13 0 6-24,24-13
6 13 1 6-5,5-12,12-13
6 13 2 6-20,20-12,12-13
4 21 0 4-20,20-21
4 21 1 4-5,5-12,12-22,22-21
4 21 2 4-5,5-20,20-21
19 23 0 19-20,20-23
19 23 1 19-5,5-8,8-23
19 23 2 19-20,20-8,8-23
7 8 0 7-20,20-8
7 8 1 7-5,5-8
7 8 2 7-20,20-24,24-8
20 16 0 20-16
20 16 1 20-24,24-15,15-16
20 16 2 20-5,5-15,15-10,10-16
18 0 0 18-20,20-0
18 0 1 18-5,5-0
18 0 2 18-20,20-5,5-0
22 26 0 22-12,12-26
22 26 1 22-21,21-20,20-24,24-26
22 26 2 22-12,12-24,24-26
18 26 0 18-20,20-24,24-26
18 26 1 18-5,5-12,12-26
18 26 2 18-20,20-12,12-26
23 3 0 23-20,20-3
23 3 1 23-8,8-5,5-3
23 3 2 23-8,8-20,20-3
9 25 0 9-15,15-24,24-25
9 25 1 9-16,16-20,20-12,12-25
9 25 2 9-16,16-15,15-24,24-25
14 22 0 14-16,16-20,20-21,21-22
14 22 1 14-15,15-5,5-12,12-22
14 22 2 14-16,16-20,20-12,12-22
12 2 0 12-20,20-2
12 2 1 12-5,5-2
12 2 2 12-20,20-5,5-2
15 23 0 15-24,24-20,20-23
15 23 1 15-5,5-8,8-23
15 23 2 15-24,24-8,8-23
13 3 0 13-24,24-5,5-3
13 3 1 13-12,12-20,20-3
13 3 2 13-24,24-20,20-3
0 24 0 0-20,20-24
0 24 1 0-5,5-24
0 24 2 0-5,5-6,6-24
24 5 0 24-5
24 5 1 24-12,12-5
24 5 2 24-6,6-5
12 24 0 12-24
12 24 1 12-11,11-24
12 24 2 12-20,20-24
1 5 0 1-5
1 5 1 1-20,20-5
1 5 2 1-20,20-0,0-5
25 0 0 25-24,24-5,5-0
25 0 1 25-12,12-20,20-0
25 0 2 25-24,24-20,20-0
26 7 0 26-24,24-5,5-7
26 7 1 26-12,12-20,20-7
26 7 2 26-24,24-20,20-7
6 4 0 6-20,20-4
6 4 1 6-5,5-4
6 4 2 6-20,20-5,5-4
7 1 0 7-20,20-1
7 1 1 7-5,5-1
7 1 2 7-20,20-5,5-1
5 17 0 5-15,15-17
5 17 1 5-20,20-16,16-17
5 17 2 5-15,15-16,16-17
16 23 0 16-20,20-23
16 23 1 16-15,15-5,5-8,8-23
16 23 2 16-20,20-8,8-23
19 2 0 19-20,20-2
19 2 1 19-5,5-2
19 2 2 19-20,20-5,5-2
17 22 0 17-16,16-20,20-21,21-22
17 22 1 17-15,15-5,5-12,12-22
17 22 2 17-16,16-20,20-12,12-22
20 5 0 20-5
20 5 1 20-4,4-5
20 5 2 20-7,7-5
18 21 0 18-20,20-21
18 21 1 18-5,5-12,12-22,22-21
18 21 2 18-5,5-20,20-21
23 24 0 23-8,8-24
23 24 1 23-20,20-24
23 24 2 23-8,8-5,5-24
8 3 0 8-20,20-3
8 3 1 8-5,5-3
8 3 2 8-20,20-5,5-3
9 2 0 9-16,16-20,20-2
9 2 1 9-15,15-5,5-2
9 2 2 9-16,16-15,15-5,5-2
14 25 0 14-15,15-24,24-25
14 25 1 14-16,16-20,20-12,12-25
14 25 2 14-16,16-15,15-24,24-25
10 25 0 10-15,15-24,24-25
10 25 1 10-16,16-20,20-12,12-25
10 25 2 10-16,16-15,15-24,24-25
11 20 0 11-24,24-20
11 20 1 11-12,12-20
11 20 2 11-12,12-5,5-20
24 12 0 24-12
24 12 1 24-11,11-12
24 12 2 24-5,5-12
14 3 0 14-16,16-20,20-3
14 3 1 14-15,15-5,5-3
14 3 2 14-16,16-15,15-5,5-3
12 23 0 12-20,20-23
12 23 1 12-24,24-8,8-23
12 23 2 12-20,20-8,8-23
25 9 0 25-24,24-15,15-9
25 9 1 25-12,12-20,20-16,16-9
25 9 2 25-24,24-20,20-16,16-9
13 22 0 13-12,12-22
13 22 1 13-24,24-20,20-21,21-22
13 22 2 13-24,24-12,12-22
26 14 0 26-24,24-15,15-14
26 14 1 26-12,12-20,20-16,16-14
26 14 2 26-24,24-20,20-16,16-14
3 0 0 3-20,20-0
3 0 1 3-5,5-0
3 0 2 3-20,20-5,5-0
5 26 0 5-24,24-26
5 26 1 5-12,12-26
5 26 2 5-24,24-12,12-26
16 14 0 16-14
16 14 1 16-9,9-14
16 14 2 16-15,15-14
6 17 0 6-20,20-16,16-17
6 17 1 6-5,5-15,15-17
6 17 2 6-24,24-15,15-17
19 11 0 19-20,20-24,24-11
19 11 1 19-5,5-12,12-11
19 11 2 19-20,20-12,12-11
17 15 0 17-15
17 15 1 17-16,16-15
17 15 2 17-16,16-9,9-15
7 20 0 7-20
7 20 1 7-5,5-20
7 20 2 7-5,5-0,0-20
22 20 0 22-12,12-20
22 20 1 22-21,21-20
22 20 2 22-12,12-5,5-20
20 12 0 20-12
20 12 1 20-24,24-12
20 12 2 20-5,5-12
18 12 0 18-20,20-12
18 12 1 18-5,5-12
18 12 2 18-5,5-20,20-12
23 17 0 23-20,20-16,16-17
23 17 1 23-8,8-24,24-15,15-17
23 17 2 23-8,8-20,20-16,16-17
21 1 0 21-20,20-1
21 1 1 21-22,22-12,12-5,5-1
21 1 2 21-20,20-5,5-1
8 10 0 8-24,24-15,15-10
8 10 1 8-20,20-16,16-10
8 10 2 8-5,5-15,15-14,14-10
22 14 0 22-12,12-5,5-15,15-14
22 14 1 22-21,21-20,20-16,16-14
22 14 2 22-12,12-20,20-16,16-14
9 11 0 9-15,15-24,24-11
9 11 1 9-16,16-20,20-12,12-11
9 11 2 9-16,16-15,15-24,24-11
23 15 0 23-8,8-5,5-15
23 15 1 23-20,20-24,24-15
23 15 2 23-8,8-24,24-15
10 0 0 10-16,16-20,20-0
10 0 1 10-15,15-5,5-0
10 0 2 10-16,16-15,15-5,5-0
8 16 0 8-20,20-16
8 16 1 8-24,24-15,15-16
8 16 2 8-5,5-15,15-14,14-16
11 13 0 11-24,24-13
11 13 1 11-12,12-13
11 13 2 11-24,24-12,12-13
0 22 0 0-20,20-21,21-22
0 22 1 0-5,5-12,12-22
0 22 2 0-20,20-12,12-22
24 19 0 24-20,20-19
24 19 1 24-5,5-19
24 19 2 24-20,20-5,5-19
14 10 0 14-10
14 10 1 14-16,16-10
14 10 2 14-15,15-10
12 14 0 12-24,24-15,15-14
12 14 1 12-20,20-16,16-14
12 14 2 12-5,5-15,15-9,9-14
1 23 0 1-20,20-23
1 23 1 1-5,5-8,8-23
1 23 2 1-20,20-8,8-23
25 18 0 25-24,24-5,5-18
25 18 1 25-12,12-20,20-18
25 18 2 25-24,24-20,20-18
15 3 0 15-5,5-3
15 3 1 15-24,24-20,20-3
15 3 2 15-16,16-20,20-3
13 15 0 13-24,24-15
13 15 1 13-12,12-5,5-15
13 15 2 13-24,24-5,5-15
2 20 0 2-20
2 20 1 2-5,5-20
2 20 2 2-5,5-0,0-20
26 9 0 26-24,24-15,15-9
26 9 1 26-12,12-20,20-16,16-9
26 9 2 26-24,24-20,20-16,16-9
0 12 0 0-20,20-12
0 12 1 0-5,5-12
0 12 2 0-5,5-20,20-12
3 9 0 3-20,20-16,16-9
3 9 1 3-5,5-15,15-9
3 9 2 3-20,20-5,5-15,15-9
1 9 0 1-20,20-16,16-9
1 9 1 1-5,5-15,15-9
1 9 2 1-20,20-5,5-15,15-9
4 2 0 4-20,20-2
4 2 1 4-5,5-2
4 2 2 4-20,20-5,5-2
2 14 0 2-20,20-16,16-14
2 14 1 2-5,5-15,15-14
2 14 2 2-20,20-5,5-15,15-14
5 3 0 5-3
5 3 1 5-20,20-3
5 3 2 5-0,0-20,20-3
16 5 0 16-20,20-5
16 5 1 16-15,15-5
16 5 2 16-10,10-15,15-24,24-5
6 8 0 6-24,24-8
6 8 1 6-20,20-8
6 8 2 6-5,5-8
19 16 0 19-20,20-16
19 16 1 19-5,5-15,15-16
19 16 2 19-5,5-20,20-16
17 0 0 17-16,16-20,20-0
17 0 1 17-15,15-5,5-0
17 0 2 17-16,16-15,15-5,5-0
7 13 0 7-20,20-24,24-13
7 13 1 7-5,5-12,12-13
7 13 2 7-20,20-12,12-13
20 11 0 20-24,24-11
20 11 1 20-12,12-11
20 11 2 20-24,24-12,12-11
18 7 0 18-20,20-7
18 7 1 18-5,5-7
18 7 2 18-20,20-5,5-7
21 10 0 21-20,20-16,16-10
21 10 1 21-22,22-12,12-5,5-15,15-10
21 10 2 21-20,20-5,5-15,15-10
17 26 0 17-15,15-24,24-26
17 26 1 17-16,16-20,20-12,12-26
17 26 2 17-16,16-15,15-24,24-26
22 1 0 22-12,12-5,5-1
22 1 1 22-21,21-20,20-1
22 1 2 22-12,12-20,20-1
9 12 0 9-16,16-20,20-12
9 12 1 9-15,15-24,24-12
9 12 2 9-14,14-15,15-5,5-12
23 4 0 23-20,20-4
23 4 1 23-8,8-5,5-4
23 4 2 23-8,8-20,20-4
10 11 0 10-15,15-24,24-11
10 11 1 10-16,16-20,20-12,12-11
10 11 2 10-16,16-15,15-24,24-11
8 23 0 8-23
8 23 1 8-20,20-23
8 23 2 8-5,5-20,20-23
11 2 0 11-24,24-20,20-2
11 2 1 11-12,12-5,5-2
11 2 2 11-24,24-5,5-2
9 22 0 9-16,16-20,20-21,21-22
9 22 1 9-15,15-5,5-12,12-22
9 22 2 9-16,16-20,20-12,12-22
24 26 0 24-26
24 26 1 24-12,12-26
24 26 2 24-5,5-12,12-26
14 13 0 14-15,15-24,24-13
14 13 1 14-16,16-20,20-12,12-13
14 13 2 14-16,16-15,15-24,24-13
12 5 0 12-5
12 5 1 12-24,24-5
12 5 2 12-20,20-5
10 21 0 10-16,16-20,20-21
10 21 1 10-15,15-5,5-12,12-22,22-21
10 21 2 10-15,15-5,5-20,20-21
15 8 0 15-24,24-8
15 8 1 15-5,5-8
15 8 2 15-16,16-20,20-8
13 8 0 13-24,24-8
13 8 1 13-12,12-20,20-8
13 8 2 13-12,12-24,24-8
11 24 0 11-24
11 24 1 11-12,12-24
11 24 2 11-12,12-5,5-24
26 16 0 26-24,24-15,15-16
26 16 1 26-12,12-20,20-16
26 16 2 26-24,24-20,20-16
0 3 0 0-20,20-3
0 3 1 0-5,5-3
0 3 2 0-20,20-5,5-3
24 0 0 24-20,20-0
24 0 1 24-5,5-0
24 0 2 24-20,20-5,5-0
3 14 0 3-20,20-16,16-14
3 14 1 3-5,5-15,15-14
3 14 2 3-20,20-5,5-15,15-14
1 2 0 1-20,20-2
1 2 1 1-5,5-2
1 2 2 1-20,20-5,5-2
4 9 0 4-20,20-16,16-9
4 9 1 4-5,5-15,15-9
4 9 2 4-20,20-5,5-15,15-9
2 9 0 2-20,20-16,16-9
2 9 1 2-5,5-15,15-9
2 9 2 2-20,20-5,5-15,15-9
5 12 0 5-12
5 12 1 5-24,24-12
5 12 2 5-20,20-12
3 20 0 3-20
3 20 1 3-5,5-20
3 20 2 3-5,5-0,0-20
6 3 0 6-20,20-3
6 3 1 6-5,5-3
6 3 2 6-20,20-5,5-3
4 23 0 4-20,20-23
4 23 1 4-5,5-8,8-23
4 23 2 4-20,20-8,8-23
19 25 0 19-20,20-24,24-25
19 25 1 19-5,5-12,12-25
19 25 2 19-20,20-12,12-25
7 10 0 7-20,20-16,16-10
7 10 1 7-5,5-15,15-10
7 10 2 7-20,20-5,5-15,15-10
5 22 0 5-12,12-22
5 22 1 5-20,20-21,21-22
5 22 2 5-20,20-12,12-22
20 18 0 20-18
20 18 1 20-5,5-18
20 18 2 20-0,0-5,5-18
16 18 0 16-20,20-18
16 18 1 16-15,15-5,5-18
16 18 2 16-20,20-5,5-18
21 19 0 21-20,20-19
21 19 1 21-22,22-12,12-5,5-19
21 19 2 21-20,20-5,5-19
17 19 0 17-16,16-20,20-19
17 19 1 17-15,15-5,5-19
17 19 2 17-16,16-15,15-5,5-19
22 24 0 22-12,12-24
22 24 1 22-21,21-20,20-24
22 24 2 22-12,12-5,5-24
18 24 0 18-20,20-24
18 24 1 18-5,5-24
18 24 2 18-5,5-6,6-24
14 20 0 14-16,16-20
14 20 1 14-15,15-24,24-20
14 20 2 14-9,9-15,15-5,5-20
15 17 0 15-17
15 17 1 15-16,16-17
15 17 2 15-9,9-16,16-17
13 1 0 13-24,24-5,5-1
13 1 1 13-12,12-20,20-1
13 1 2 13-24,24-20,20-1
11 17 0 11-24,24-15,15-17
11 17 1 11-12,12-20,20-16,16-17
11 17 2 11-24,24-20,20-16,16-17
0 26 0 0-20,20-12,12-26
0 26 1 0-5,5-24,24-26
0 26 2 0-20,20-24,24-26
24 7 0 24-20,20-7
24 7 1 24-5,5-7
24 7 2 24-20,20-5,5-7
12 26 0 12-26
12 26 1 12-24,24-26
12 26 2 12-5,5-24,24-26
25 6 0 25-24,24-6
25 6 1 25-12,12-20,20-6
25 6 2 25-12,12-24,24-6
2 0 0 2-20,20-0
2 0 1 2-5,5-0
2 0 2 2-20,20-5,5-0
26 5 0 26-24,24-5
26 5 1 26-12,12-5
26 5 2 26-12,12-20,20-5
