s t k edges
45 76 0 45-52,52-39,39-3,3-76
45 76 1 45-44,44-42,42-43,43-39,39-38,38-5,5-4,4-76
45 76 2 45-51,51-52,52-94,94-67,67-64,64-71,71-6,6-4,4-7,7-8,8-76
102 7 0 102-30,30-29,29-69,69-71,71-6,6-4,4-7
102 7 1 102-89,89-94,94-52,52-39,39-3,3-76,76-8,8-7
102 7 2 102-89,89-88,88-65,65-39,39-3,3-4,4-7
31 9 0 31-29,29-69,69-71,71-6,6-54,54-62,62-55,55-9
31 9 1 31-18,18-94,94-52,52-39,39-3,3-76,76-8,8-0,0-9
31 9 2 31-29,29-69,69-71,71-6,6-54,54-75,75-55,55-9
1 46 0 1-0,0-8,8-76,76-3,3-39,39-101,101-46
1 46 1 1-57,57-56,56-58,58-75,75-54,54-6,6-4,4-3,3-78,78-83,83-84,84-47,47-46
1 46 2 1-0,0-55,55-8,8-76,76-3,3-39,39-101,101-46
21 35 0 21-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-37,37-36,36-35
21 35 1 21-19,19-20,20-25,25-24,24-79,79-80,80-46,46-41,41-33,33-34,34-35
21 35 2 21-73,73-26,26-23,23-24,24-79,79-80,80-46,46-41,41-33,33-34,34-35
78 44 0 78-3,3-39,39-43,43-42,42-44
78 44 1 78-83,83-84,84-47,47-101,101-39,39-52,52-45,45-44
78 44 2 78-3,3-39,39-52,52-45,45-44
93 71 0 93-69,69-71
93 71 1 93-66,66-67,67-64,64-71
93 71 2 93-29,29-69,69-90,90-92,92-91,91-71
7 16 0 7-8,8-76,76-3,3-39,39-52,52-94,94-16
7 16 1 7-4,4-6,6-71,71-64,64-67,67-94,94-10,10-16
7 16 2 7-4,4-3,3-39,39-52,52-94,94-16
48 79 0 48-46,46-80,80-79
48 79 1 48-49,49-42,42-81,81-82,82-24,24-79
48 79 2 48-49,49-40,40-41,41-46,46-80,80-79
11 85 0 11-94,94-52,52-39,39-101,101-47,47-84,84-85
11 85 1 11-16,16-94,94-67,67-64,64-65,65-39,39-74,74-41,41-46,46-80,80-79,79-86,86-85
11 85 2 11-10,10-94,94-89,89-88,88-87,87-52,52-45,45-44,44-42,42-81,81-82,82-24,24-23,23-85
68 2 0 68-67,67-94,94-52,52-39,39-101,101-47,47-2
68 2 1 68-90,90-69,69-71,71-6,6-4,4-3,3-78,78-77,77-2
68 2 2 68-67,67-64,64-65,65-39,39-101,101-47,47-2
72 69 0 72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-6,6-71,71-69
72 69 1 72-53,53-50,50-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94,94-67,67-66,66-93,93-69
72 69 2 72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-65,65-64,64-71,71-69
54 85 0 54-6,6-4,4-3,3-78,78-83,83-84,84-85
54 85 1 54-62,62-55,55-8,8-76,76-3,3-39,39-101,101-46,46-80,80-79,79-86,86-85
54 85 2 54-70,70-6,6-71,71-64,64-65,65-39,39-43,43-42,42-81,81-82,82-24,24-23,23-85
1 95 0 1-0,0-8,8-76,76-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-95
1 95 1 1-57,57-56,56-58,58-75,75-54,54-6,6-4,4-3,3-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22,22-95
1 95 2 1-0,0-8,8-76,76-3,3-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95
58 24 0 58-56,56-0,0-8,8-76,76-3,3-39,39-43,43-42,42-81,81-82,82-24
58 24 1 58-75,75-54,54-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23,23-24
58 24 2 58-61,61-60,60-63,63-62,62-54,54-70,70-6,6-71,71-64,64-65,65-39,39-101,101-46,46-80,80-79,79-24
78 95 0 78-83,83-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-95
78 95 1 78-77,77-2,2-47,47-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22,22-95
78 95 2 78-83,83-84,84-85,85-23,23-24,24-25,25-20,20-19,19-22,22-95
44 27 0 44-42,42-81,81-82,82-28,28-27
44 27 1 44-45,45-52,52-39,39-101,101-46,46-80,80-79,79-24,24-27
44 27 2 44-42,42-81,81-82,82-24,24-27
34 1 0 34-35,35-36,36-37,37-3,3-76,76-8,8-0,0-1
34 1 1 34-33,33-41,41-74,74-39,39-3,3-4,4-7,7-8,8-55,55-0,0-56,56-57,57-1
34 1 2 34-33,33-41,41-74,74-39,39-3,3-76,76-8,8-0,0-1
20 92 0 20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-64,64-71,71-91,91-92
20 92 1 20-19,19-21,21-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-94,94-67,67-68,68-90,90-92
20 92 2 20-25,25-24,24-79,79-80,80-46,46-101,101-39,39-65,65-64,64-71,71-91,91-92
77 93 0 77-78,78-3,3-4,4-6,6-71,71-69,69-93
77 93 1 77-2,2-47,47-101,101-39,39-52,52-94,94-67,67-66,66-93
77 93 2 77-78,78-3,3-39,39-65,65-64,64-67,67-66,66-93
24 23 0 24-23
24 23 1 24-79,79-86,86-85,85-23
24 23 2 24-25,25-20,20-19,19-21,21-73,73-26,26-23
6 91 0 6-71,71-91
6 91 1 6-4,4-3,3-39,39-65,65-64,64-71,71-69,69-90,90-92,92-91
6 91 2 6-71,71-69,69-90,90-92,92-91
10 22 0 10-94,94-52,52-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22
10 22 1 10-16,16-94,94-89,89-88,88-65,65-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-95,95-22
10 22 2 10-94,94-52,52-45,45-44,44-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22
67 91 0 67-64,64-71,71-91
67 91 1 67-68,68-90,90-92,92-91
67 91 2 67-66,66-93,93-69,69-71,71-91
87 4 0 87-52,52-39,39-3,3-4
87 4 1 87-15,15-39,39-38,38-5,5-4
87 4 2 87-88,88-65,65-64,64-71,71-6,6-4
91 65 0 91-71,71-64,64-65
91 65 1 91-92,92-90,90-68,68-67,67-94,94-52,52-39,39-65
91 65 2 91-92,92-90,90-68,68-67,67-64,64-65
77 46 0 77-2,2-47,47-46
77 46 1 77-78,78-3,3-39,39-101,101-46
77 46 2 77-2,2-47,47-101,101-46
33 72 0 33-41,41-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22,22-95,95-50,50-53,53-72
33 72 1 33-34,34-35,35-36,36-37,37-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72
33 72 2 33-41,41-46,46-80,80-79,79-24,24-23,23-26,26-73,73-72
53 5 0 53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-5
53 5 1 53-50,50-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-38,38-5
53 5 2 53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-38,38-5
57 66 0 57-56,56-58,58-75,75-54,54-6,6-71,71-69,69-93,93-66
57 66 1 57-1,1-0,0-8,8-76,76-3,3-39,39-65,65-64,64-67,67-66
57 66 2 57-56,56-58,58-75,75-54,54-6,6-71,71-64,64-67,67-66
100 96 0 100-50,50-95,95-96
100 96 1 100-99,99-98,98-97,97-96
100 96 2 100-50,50-53,53-72,72-73,73-21,21-19,19-22,22-95,95-96
29 60 0 29-69,69-71,71-6,6-54,54-62,62-63,63-60
29 60 1 29-31,31-18,18-94,94-52,52-39,39-3,3-76,76-8,8-0,0-56,56-58,58-61,61-60
29 60 2 29-93,93-69,69-71,71-6,6-54,54-62,62-63,63-60
33 57 0 33-41,41-74,74-39,39-3,3-76,76-8,8-0,0-56,56-57
33 57 1 33-34,34-35,35-36,36-37,37-3,3-4,4-7,7-8,8-55,55-0,0-1,1-57
33 57 2 33-41,41-74,74-39,39-3,3-76,76-8,8-0,0-1,1-57
90 58 0 90-69,69-71,71-6,6-54,54-75,75-58
90 58 1 90-68,68-67,67-94,94-52,52-39,39-3,3-76,76-8,8-0,0-56,56-58
90 58 2 90-92,92-91,91-71,71-64,64-65,65-39,39-38,38-5,5-4,4-6,6-70,70-54,54-62,62-63,63-60,60-61,61-58
5 51 0 5-38,38-39,39-52,52-51
5 51 1 5-4,4-3,3-39,39-15,15-87,87-52,52-45,45-51
5 51 2 5-4,4-3,3-39,39-52,52-51
9 48 0 9-0,0-8,8-76,76-3,3-39,39-101,101-46,46-48
9 48 1 9-55,55-8,8-7,7-4,4-5,5-38,38-39,39-43,43-42,42-49,49-48
9 48 2 9-55,55-8,8-76,76-3,3-39,39-101,101-46,46-48
66 35 0 66-67,67-94,94-52,52-39,39-74,74-41,41-33,33-34,34-35
66 35 1 66-93,93-69,69-71,71-6,6-4,4-3,3-37,37-36,36-35
66 35 2 66-67,67-64,64-65,65-39,39-3,3-37,37-36,36-35
86 38 0 86-79,79-80,80-46,46-101,101-39,39-38
86 38 1 86-85,85-84,84-83,83-78,78-3,3-4,4-5,5-38
86 38 2 86-85,85-84,84-47,47-101,101-39,39-38
76 72 0 76-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72
76 72 1 76-4,4-3,3-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22,22-95,95-50,50-53,53-72
76 72 2 76-4,4-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72
42 72 0 42-81,81-82,82-24,24-23,23-26,26-73,73-72
42 72 1 42-49,49-48,48-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22,22-95,95-50,50-53,53-72
42 72 2 42-81,81-82,82-28,28-27,27-24,24-23,23-26,26-73,73-72
5 68 0 5-4,4-6,6-71,71-69,69-90,90-68
5 68 1 5-38,38-39,39-52,52-94,94-67,67-68
5 68 2 5-38,38-39,39-65,65-64,64-67,67-68
62 15 0 62-55,55-8,8-76,76-3,3-39,39-15
62 15 1 62-54,54-6,6-71,71-64,64-65,65-88,88-87,87-15
62 15 2 62-54,54-6,6-4,4-3,3-39,39-15
66 82 0 66-67,67-94,94-52,52-39,39-43,43-42,42-81,81-82
66 82 1 66-102,102-89,89-88,88-65,65-39,39-101,101-46,46-80,80-79,79-24,24-82
66 82 2 66-93,93-69,69-71,71-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23,23-24,24-27,27-28,28-82
38 20 0 38-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20
38 20 1 38-5,5-4,4-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-21,21-19,19-20
38 20 2 38-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20
8 71 0 8-55,55-75,75-54,54-6,6-71
8 71 1 8-76,76-3,3-39,39-65,65-64,64-71
8 71 2 8-7,7-4,4-5,5-38,38-39,39-52,52-94,94-67,67-66,66-93,93-69,69-71
28 26 0 28-82,82-24,24-23,23-26
28 26 1 28-27,27-24,24-25,25-20,20-19,19-21,21-73,73-26
28 26 2 28-27,27-24,24-23,23-26
32 93 0 32-30,30-29,29-93
32 93 1 32-31,31-29,29-69,69-93
32 93 2 32-18,18-94,94-67,67-66,66-93
14 93 0 14-74,74-39,39-65,65-64,64-67,67-66,66-93
14 93 1 14-17,17-36,36-37,37-3,3-4,4-6,6-71,71-69,69-93
14 93 2 14-74,74-39,39-52,52-94,94-67,67-66,66-93
71 84 0 71-6,6-4,4-3,3-78,78-83,83-84
71 84 1 71-64,64-65,65-39,39-101,101-47,47-84
71 84 2 71-69,69-93,93-66,66-67,67-94,94-52,52-39,39-74,74-41,41-46,46-80,80-79,79-86,86-85,85-84
18 96 0 18-94,94-52,52-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22,22-95,95-96
18 96 1 18-31,31-29,29-69,69-71,71-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99,99-98,98-97,97-96
18 96 2 18-94,94-52,52-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95,95-96
75 17 0 75-54,54-6,6-4,4-3,3-37,37-36,36-17
75 17 1 75-55,55-8,8-76,76-3,3-39,39-74,74-14,14-17
75 17 2 75-55,55-8,8-76,76-3,3-37,37-36,36-17
4 19 0 4-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-21,21-19
4 19 1 4-76,76-3,3-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19
4 19 2 4-3,3-78,78-83,83-84,84-85,85-23,23-24,24-25,25-20,20-19
65 27 0 65-39,39-101,101-46,46-80,80-79,79-24,24-27
65 27 1 65-88,88-87,87-52,52-39,39-43,43-42,42-81,81-82,82-28,28-27
65 27 2 65-39,39-43,43-42,42-81,81-82,82-24,24-27
37 85 0 37-3,3-78,78-83,83-84,84-85
37 85 1 37-36,36-17,17-14,14-74,74-41,41-46,46-80,80-79,79-86,86-85
37 85 2 37-3,3-39,39-101,101-47,47-84,84-85
41 18 0 41-74,74-39,39-52,52-94,94-18
41 18 1 41-46,46-101,101-39,39-65,65-88,88-89,89-102,102-30,30-32,32-18
41 18 2 41-40,40-49,49-42,42-43,43-39,39-3,3-4,4-6,6-71,71-69,69-29,29-31,31-18
98 69 0 98-99,99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-6,6-71,71-69
98 69 1 98-97,97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94,94-67,67-66,66-93,93-69
98 69 2 98-97,97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-64,64-71,71-69
61 79 0 61-58,58-56,56-0,0-8,8-76,76-3,3-39,39-101,101-46,46-80,80-79
61 79 1 61-60,60-63,63-62,62-54,54-6,6-4,4-3,3-78,78-83,83-84,84-85,85-86,86-79
61 79 2 61-58,58-75,75-54,54-6,6-4,4-3,3-39,39-101,101-46,46-80,80-79
27 67 0 27-24,24-79,79-80,80-46,46-101,101-39,39-65,65-64,64-67
27 67 1 27-28,28-82,82-81,81-42,42-43,43-39,39-52,52-94,94-67
27 67 2 27-24,24-82,82-81,81-42,42-43,43-39,39-65,65-64,64-67
47 12 0 47-101,101-39,39-52,52-94,94-18,18-12
47 12 1 47-46,46-41,41-74,74-39,39-65,65-88,88-89,89-94,94-11,11-13,13-12
47 12 2 47-46,46-101,101-39,39-52,52-94,94-18,18-12
88 83 0 88-65,65-39,39-3,3-78,78-83
88 83 1 88-87,87-52,52-39,39-101,101-47,47-84,84-83
88 83 2 88-87,87-52,52-39,39-3,3-78,78-83
51 73 0 51-52,52-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73
51 73 1 51-45,45-44,44-42,42-81,81-82,82-24,24-25,25-20,20-19,19-21,21-73
51 73 2 51-45,45-44,44-42,42-81,81-82,82-24,24-23,23-26,26-73
17 41 0 17-14,14-74,74-41
17 41 1 17-36,36-35,35-34,34-33,33-41
17 41 2 17-14,14-74,74-39,39-101,101-46,46-41
37 38 0 37-3,3-4,4-5,5-38
37 38 1 37-36,36-17,17-14,14-74,74-39,39-38
37 38 2 37-3,3-39,39-38
99 20 0 99-98,98-97,97-96,96-95,95-22,22-19,19-20
99 20 1 99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-24,24-25,25-20
99 20 2 99-100,100-50,50-95,95-22,22-19,19-20
94 41 0 94-52,52-39,39-74,74-41
94 41 1 94-67,67-64,64-65,65-39,39-101,101-46,46-41
94 41 2 94-89,89-88,88-87,87-52,52-45,45-44,44-42,42-49,49-40,40-41
98 52 0 98-97,97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-44,44-45,45-52
98 52 1 98-99,99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52
98 52 2 98-97,97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-79,79-80,80-46,46-101,101-39,39-52
84 7 0 84-83,83-78,78-3,3-4,4-7
84 7 1 84-47,47-101,101-39,39-3,3-76,76-8,8-7
84 7 2 84-47,47-101,101-39,39-3,3-4,4-7
13 61 0 13-10,10-94,94-67,67-64,64-71,71-6,6-54,54-62,62-63,63-60,60-61
13 61 1 13-11,11-94,94-52,52-39,39-3,3-76,76-8,8-55,55-75,75-58,58-61
13 61 2 13-10,10-94,94-67,67-64,64-71,71-6,6-54,54-75,75-58,58-61
70 54 0 70-54
70 54 1 70-6,6-54
70 54 2 70-6,6-4,4-76,76-8,8-55,55-62,62-54
74 61 0 74-39,39-3,3-76,76-8,8-0,0-56,56-58,58-61
74 61 1 74-14,14-17,17-36,36-37,37-3,3-4,4-6,6-54,54-62,62-63,63-60,60-61
74 61 2 74-39,39-3,3-4,4-6,6-54,54-75,75-58,58-61
40 101 0 40-41,41-46,46-101
40 101 1 40-49,49-42,42-43,43-39,39-101
40 101 2 40-49,49-48,48-46,46-101
23 100 0 23-26,26-73,73-72,72-53,53-50,50-100
23 100 1 23-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97,97-98,98-99,99-100
23 100 2 23-24,24-25,25-20,20-19,19-22,22-95,95-50,50-100
50 2 0 50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-77,77-2
50 2 1 50-95,95-22,22-19,19-20,20-25,25-24,24-79,79-80,80-46,46-47,47-2
50 2 2 50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-2
70 65 0 70-6,6-71,71-64,64-65
70 65 1 70-54,54-6,6-4,4-3,3-39,39-65
70 65 2 70-54,54-6,6-71,71-64,64-65
26 43 0 26-23,23-85,85-84,84-47,47-101,101-39,39-43
26 43 1 26-73,73-21,21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43
26 43 2 26-23,23-24,24-82,82-81,81-42,42-43
12 74 0 12-18,18-94,94-52,52-39,39-74
12 74 1 12-13,13-11,11-94,94-89,89-88,88-65,65-39,39-101,101-46,46-41,41-74
12 74 2 12-13,13-10,10-94,94-52,52-39,39-74
16 13 0 16-10,10-13
16 13 1 16-11,11-13
16 13 2 16-94,94-18,18-12,12-13
73 76 0 73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-76
73 76 1 73-21,21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-3,3-4,4-76
73 76 2 73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-3,3-76
36 64 0 36-17,17-14,14-74,74-39,39-65,65-64
36 64 1 36-37,37-3,3-4,4-6,6-71,71-64
36 64 2 36-35,35-34,34-33,33-41,41-46,46-101,101-39,39-52,52-94,94-67,67-64
2 80 0 2-47,47-46,46-80
2 80 1 2-77,77-78,78-83,83-84,84-85,85-86,86-79,79-80
2 80 2 2-47,47-101,101-46,46-80
95 5 0 95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-38,38-5
95 5 1 95-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-5
95 5 2 95-22,22-19,19-20,20-25,25-24,24-79,79-80,80-46,46-101,101-39,39-38,38-5
22 23 0 22-19,19-20,20-25,25-24,24-23
22 23 1 22-95,95-50,50-53,53-72,72-73,73-26,26-23
22 23 2 22-19,19-21,21-73,73-26,26-23
79 34 0 79-80,80-46,46-41,41-33,33-34
79 34 1 79-86,86-85,85-84,84-83,83-78,78-3,3-37,37-36,36-35,35-34
79 34 2 79-86,86-85,85-84,84-47,47-46,46-41,41-33,33-34
26 90 0 26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-94,94-67,67-68,68-90
26 90 1 26-73,73-21,21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-64,64-71,71-69,69-90
26 90 2 26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-6,6-71,71-69,69-90
83 39 0 83-78,78-3,3-39
83 39 1 83-84,84-47,47-101,101-39
83 39 2 83-84,84-47,47-46,46-101,101-39
69 24 0 69-71,71-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23,23-24
69 24 1 69-90,90-68,68-67,67-64,64-65,65-39,39-43,43-42,42-81,81-82,82-24
69 24 2 69-93,93-66,66-67,67-94,94-52,52-39,39-101,101-46,46-80,80-79,79-24
99 94 0 99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-94
99 94 1 99-98,98-97,97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-88,88-89,89-94
99 94 2 99-100,100-50,50-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94
59 30 0 59-58,58-75,75-54,54-6,6-71,71-69,69-29,29-30
59 30 1 59-56,56-0,0-8,8-76,76-3,3-39,39-65,65-88,88-89,89-102,102-30
59 30 2 59-56,56-58,58-75,75-54,54-6,6-71,71-69,69-29,29-30
25 98 0 25-20,20-19,19-22,22-95,95-96,96-97,97-98
25 98 1 25-24,24-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99,99-98
25 98 2 25-20,20-19,19-22,22-95,95-50,50-100,100-99,99-98
45 31 0 45-52,52-94,94-18,18-31
45 31 1 45-51,51-52,52-87,87-88,88-89,89-102,102-30,30-31
45 31 2 45-44,44-42,42-43,43-39,39-65,65-64,64-71,71-69,69-29,29-31
102 80 0 102-89,89-94,94-52,52-39,39-101,101-46,46-80
102 80 1 102-66,66-67,67-64,64-65,65-39,39-43,43-42,42-81,81-82,82-24,24-79,79-80
102 80 2 102-89,89-88,88-65,65-39,39-101,101-46,46-80
49 36 0 49-40,40-41,41-33,33-34,34-35,35-36
49 36 1 49-42,42-43,43-39,39-3,3-37,37-36
49 36 2 49-48,48-46,46-41,41-74,74-14,14-17,17-36
31 92 0 31-29,29-69,69-90,90-92
31 92 1 31-30,30-29,29-93,93-69,69-71,71-91,91-92
31 92 2 31-30,30-29,29-69,69-90,90-92
35 25 0 35-34,34-33,33-41,41-46,46-80,80-79,79-24,24-25
35 25 1 35-36,36-37,37-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-21,21-19,19-20,20-25
35 25 2 35-36,36-37,37-3,3-78,78-83,83-84,84-85,85-23,23-24,24-25
92 94 0 92-90,90-68,68-67,67-94
92 94 1 92-91,91-71,71-64,64-65,65-88,88-89,89-94
92 94 2 92-91,91-71,71-64,64-67,67-94
55 74 0 55-8,8-76,76-3,3-39,39-74
55 74 1 55-0,0-8,8-7,7-4,4-3,3-37,37-36,36-17,17-14,14-74
55 74 2 55-75,75-54,54-6,6-4,4-5,5-38,38-39,39-101,101-46,46-41,41-74
96 25 0 96-95,95-22,22-19,19-20,20-25
96 25 1 96-97,97-98,98-99,99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-24,24-25
96 25 2 96-95,95-50,50-53,53-72,72-73,73-26,26-23,23-24,24-25
95 96 0 95-96
95 96 1 95-50,50-100,100-99,99-98,98-97,97-96
95 96 2 95-22,22-19,19-21,21-73,73-72,72-53,53-50,50-100,100-99,99-98,98-97,97-96
25 19 0 25-20,20-19
25 19 1 25-24,24-23,23-26,26-73,73-21,21-19
25 19 2 25-24,24-79,79-86,86-85,85-23,23-26,26-73,73-21,21-19
82 36 0 82-81,81-42,42-43,43-39,39-74,74-14,14-17,17-36
82 36 1 82-24,24-79,79-80,80-46,46-41,41-33,33-34,34-35,35-36
82 36 2 82-28,28-27,27-24,24-23,23-85,85-84,84-83,83-78,78-3,3-37,37-36
102 35 0 102-89,89-94,94-52,52-39,39-3,3-37,37-36,36-35
102 35 1 102-66,66-67,67-64,64-65,65-39,39-74,74-41,41-33,33-34,34-35
102 35 2 102-89,89-88,88-65,65-39,39-3,3-37,37-36,36-35
72 18 0 72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-94,94-18
72 18 1 72-53,53-50,50-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-88,88-89,89-102,102-30,30-32,32-18
72 18 2 72-73,73-26,26-23,23-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94,94-18
1 10 0 1-0,0-8,8-76,76-3,3-39,39-52,52-94,94-10
1 10 1 1-57,57-56,56-58,58-75,75-54,54-6,6-71,71-64,64-67,67-94,94-16,16-10
1 10 2 1-0,0-55,55-8,8-76,76-3,3-39,39-52,52-94,94-10
58 77 0 58-56,56-0,0-8,8-76,76-3,3-78,78-77
58 77 1 58-75,75-54,54-6,6-4,4-3,3-39,39-101,101-47,47-2,2-77
58 77 2 58-75,75-55,55-8,8-76,76-3,3-78,78-77
21 71 0 21-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-6,6-71
21 71 1 21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-64,64-71
21 71 2 21-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-65,65-64,64-71
78 8 0 78-3,3-76,76-8
78 8 1 78-83,83-84,84-47,47-101,101-39,39-3,3-4,4-7,7-8
78 8 2 78-77,77-2,2-47,47-46,46-41,41-74,74-39,39-38,38-5,5-4,4-6,6-54,54-62,62-55,55-8
68 102 0 68-67,67-66,66-102
68 102 1 68-90,90-69,69-29,29-30,30-102
68 102 2 68-67,67-94,94-89,89-102
72 97 0 72-53,53-50,50-100,100-99,99-98,98-97
72 97 1 72-73,73-21,21-19,19-22,22-95,95-96,96-97
72 97 2 72-53,53-50,50-95,95-96,96-97
54 49 0 54-6,6-4,4-5,5-38,38-39,39-43,43-42,42-49
54 49 1 54-62,62-55,55-8,8-76,76-3,3-39,39-101,101-46,46-48,48-49
54 49 2 54-70,70-6,6-71,71-64,64-65,65-39,39-74,74-41,41-40,40-49
58 60 0 58-61,61-60
58 60 1 58-75,75-54,54-62,62-63,63-60
58 60 2 58-75,75-55,55-62,62-63,63-60
95 79 0 95-22,22-19,19-20,20-25,25-24,24-79
95 79 1 95-50,50-53,53-72,72-73,73-26,26-23,23-85,85-86,86-79
95 79 2 95-50,50-53,53-72,72-73,73-26,26-23,23-24,24-79
30 62 0 30-29,29-69,69-71,71-6,6-54,54-62
30 62 1 30-102,102-89,89-88,88-65,65-39,39-3,3-76,76-8,8-55,55-62
30 62 2 30-31,31-18,18-94,94-52,52-39,39-38,38-5,5-4,4-7,7-8,8-0,0-56,56-58,58-61,61-60,60-63,63-62
34 37 0 34-35,35-36,36-37
34 37 1 34-33,33-41,41-74,74-39,39-3,3-37
34 37 2 34-33,33-41,41-46,46-101,101-39,39-3,3-37
91 60 0 91-71,71-6,6-54,54-62,62-63,63-60
91 60 1 91-92,92-90,90-68,68-67,67-94,94-52,52-39,39-3,3-76,76-8,8-0,0-56,56-58,58-61,61-60
91 60 2 91-71,71-6,6-70,70-54,54-62,62-63,63-60
77 65 0 77-78,78-3,3-39,39-65
77 65 1 77-2,2-47,47-101,101-39,39-15,15-87,87-88,88-65
77 65 2 77-2,2-47,47-101,101-39,39-65
6 71 0 6-71
6 71 1 6-4,4-5,5-38,38-39,39-65,65-64,64-71
6 71 2 6-54,54-62,62-55,55-8,8-76,76-3,3-39,39-52,52-94,94-67,67-66,66-93,93-69,69-71
101 75 0 101-39,39-3,3-4,4-6,6-54,54-75
101 75 1 101-47,47-2,2-77,77-78,78-3,3-76,76-8,8-55,55-75
101 75 2 101-46,46-41,41-74,74-39,39-38,38-5,5-4,4-7,7-8,8-0,0-56,56-58,58-75
67 55 0 67-64,64-65,65-39,39-3,3-76,76-8,8-55
67 55 1 67-66,66-93,93-69,69-71,71-6,6-54,54-62,62-55
